"location","source","target","id","fuzzy","context","translator_comments","developer_comments"
"System/MENU/menu_opt_game.d:163","Krew","Жестокость","","False","MENUITEM_GAME_BLOOD.text[0]","",""
"System/MENU/menu_opt_game.d:164","Krew w trakcie gry.","Визуализация эффектов крови.","","False","MENUITEM_GAME_BLOOD.text[1]","",""
"System/MENU/menu_opt_game.d:176","brak|mało|więcej|dużo","нет|мало|средне|много","","False","MENUITEM_GAME_BLOOD_CHOICE.text[0]","",""
"System/MENU/menu_opt_graphics.d:23","USTAWIENIA GRAFICZNE","НАСТРОЙКИ ГРАФИКИ","","False","MENUITEM_GRA_HEADLINE.text[0]","",""
"System/MENU/menu_opt_graphics.d:33","Tekstury","Текстуры","","False","MENUITEM_GRA_TEXQUAL.text[0]","",""
"System/MENU/menu_opt_graphics.d:34","Szczegółowość tekstur.","Уровень детализации текстур.","","False","MENUITEM_GRA_TEXQUAL.text[1]","",""
"System/MENU/menu_opt_graphics.d:56","Modele","Модели","","False","MENUITEM_GRA_MODEL_DETAIL.text[0]","",""
"System/MENU/menu_opt_graphics.d:57","Szczegółowość modeli 3D.","Уровень детализации объектов.","","False","MENUITEM_GRA_MODEL_DETAIL.text[1]","",""
"System/MENU/menu_opt_graphics.d:79","Widok","Видимость","","False","MENUITEM_GRA_SIGHT.text[0]","",""
"System/MENU/menu_opt_graphics.d:80","Zasięg generowania obrazu.","Дальность видимости в процентах.","","False","MENUITEM_GRA_SIGHT.text[1]","",""
"System/MENU/menu_opt_graphics.d:102","Niebo","Небо","","False","MENUITEM_GRA_SKY_EFFECTS.text[0]","",""
"System/MENU/menu_opt_graphics.d:103","Specjalne efekty nieba.","Включает или выключает визуализацию неба.","","False","MENUITEM_GRA_SKY_EFFECTS.text[1]","",""
"System/MENU/menu_opt_video.d:25","USTAWIENIA OBRAZU","НАСТРОЙКИ ВИДЕО","","False","MENUITEM_VID_HEADLINE.text[0]","",""
"System/MENU/menu_opt_video.d:35","Karta graf.","Видеокарта","","False","MENUITEM_VID_DEVICE.text[0]","",""
"System/MENU/menu_opt_video.d:36","Zmiany uaktywnią się po ponownym uruchomieniu!","Перезапустите игру, чтобы использовать новые настройки.","","False","MENUITEM_VID_DEVICE.text[1]","",""
"System/MENU/menu_opt_video.d:61","Rozdzielczość","Разрешение","","False","MENUITEM_VID_RESOLUTION.text[0]","",""
"System/MENU/menu_opt_video.d:62","Potwierdź wybór naciskając ENTER.","Нажмите ENTER, чтобы подтвердить выбор.","","False","MENUITEM_VID_RESOLUTION.text[1]","",""
"System/MENU/menu_opt_video.d:87","Jasność","Яркость","","False","MENUITEM_VID_BRIGHTNESS.text[0]","",""
"System/MENU/menu_opt_video.d:88","Jasność","Яркость","","False","MENUITEM_VID_BRIGHTNESS.text[1]","",""
"System/MENU/menu_opt_video.d:109","Kontrast","Контраст","","False","MENUITEM_VID_CONTRAST.text[0]","",""
"System/MENU/menu_opt_video.d:110","Kontrast","Контраст","","False","MENUITEM_VID_CONTRAST.text[1]","",""
"System/MENU/menu_opt_video.d:131","Gamma","Гамма","","False","MENUITEM_VID_GAMMA.text[0]","",""
"System/MENU/menu_opt_video.d:132","Gamma","Гамма","","False","MENUITEM_VID_GAMMA.text[1]","",""
"System/MENU/menu_opt_audio.d:30","USTAWIENIA DŹWIĘKU","НАСТРОЙКИ ЗВУКА","","False","MENUITEM_AUDIO_HEADLINE.text[0]","",""
"System/MENU/menu_opt_audio.d:40","Efekty i mowa","Громк. речи","","False","MENUITEM_AUDIO_SFXVOL.text[0]","",""
"System/MENU/menu_opt_audio.d:41","Głośność efektów dźwiękowych i mowy.","Уровень громкости эффектов и речи","","False","MENUITEM_AUDIO_SFXVOL.text[1]","",""
"System/MENU/menu_opt_audio.d:62","Głośność muzyki","Громк. музыки","","False","MENUITEM_AUDIO_MUSICVOL.text[0]","",""
"System/MENU/menu_opt_audio.d:63","Głośność muzyki w tle.","Уровень громкости музыкального сопровождения.","","False","MENUITEM_AUDIO_MUSICVOL.text[1]","",""
"System/MENU/menu_opt_audio.d:84","Muzyka","Музыка","","False","MENUITEM_AUDIO_MUSIC.text[0]","",""
"System/MENU/menu_opt_audio.d:85","Włącza/wyłącza muzykę w tle.","Включить или выключить музыку.","","False","MENUITEM_AUDIO_MUSIC.text[1]","",""
"System/MENU/menu_opt_audio.d:107","Źródło dźwięku","Звук. драйвер","","False","MENUITEM_AUDIO_PROVIDER.text[0]","",""
"System/MENU/menu_opt_audio.d:108","Zmiany uaktywnią się po ponownym uruchomieniu!","Перезапустите игру, чтобы использовать новые настройки.","","False","MENUITEM_AUDIO_PROVIDER.text[1]","",""
"System/MENU/menu_opt_audio.d:132","Głośniki","Тип звучания","","False","MENUITEM_AUDIO_SPEEKER.text[0]","",""
"System/MENU/menu_opt_audio.d:142","2 głośniki|Słuchawki|Surround|4 głośniki","2 колонки|Наушники|Объемное звучание|4 колонки","","False","MENUITEM_AUDIO_SPEEKER_CHOICE.text[0]","",""
"System/MENU/menu_opt_audio.d:155","Pogłos","Искажение","","False","MENUITEM_AUDIO_REVERB.text[0]","",""
"System/MENU/menu_opt_audio.d:155","Włącza pogłos w jaskiniach (wymaga ponownego uruchomienia).","Включает искажение звуков в пещерах (необходим перезапуск).","","False","MENUITEM_AUDIO_REVERB.text[1]","",""
"System/MENU/menu_opt_audio.d:166","wł.|wył.","","","","MENUITEM_AUDIO_REVERB_CHOICE.text[0]","",""
"System/MENU/menu_opt_audio.d:178","Próbkowanie","Частота","","False","MENUITEM_AUDIO_SAMPLERATE.text[0]","",""
"System/MENU/menu_opt_audio.d:178","Zmiany uaktywnią się po ponownym uruchomieniu!","Перезапустите игру, чтобы использовать новые настройки.","","False","MENUITEM_AUDIO_SAMPLERATE.text[1]","",""
"System/MENU/menu_opt_audio.d:189","22 khz|44 khz","22 кгц|44 кгц","","False","MENUITEM_AUDIO_SAMPLERATE_CHOICE.text[0]","",""
"System/MENU/menu_opt_controls.d:63","USTAWIENIA KLAWIATURY","НАСТРОЙКИ УПРАВЛЕНИЯ","","False","MENU_ITEM_CHG_KEYS_HEADLINE.text[0]","",""
"System/MENU/menu_opt_controls.d:72","Do przodu","Вперед","","False","MENU_ITEM_KEY_UP.text[0]","",""
"System/MENU/menu_opt_controls.d:84","Do tyłu","Назад","","False","MENU_ITEM_KEY_DOWN.text[0]","",""
"System/MENU/menu_opt_controls.d:96","Obrót w lewo","Поворот налево","","False","MENU_ITEM_KEY_LEFT.text[0]","",""
"System/MENU/menu_opt_controls.d:108","Obrót w prawo","Поворот направо","","False","MENU_ITEM_KEY_RIGHT.text[0]","",""
"System/MENU/menu_opt_controls.d:120","Krok w lewo","Скольжение влево","","False","MENU_ITEM_KEY_STRAFE_LEFT.text[0]","",""
"System/MENU/menu_opt_controls.d:132","Krok w prawo","Скольжение вправо","","False","MENU_ITEM_KEY_STRAFE_RIGHT.text[0]","",""
"System/MENU/menu_opt_controls.d:144","Broń","Оружие","","False","MENU_ITEM_KEY_WEAPON.text[0]","",""
"System/MENU/menu_opt_controls.d:156","Działanie","Действие","","False","MENU_ITEM_KEY_ACTION.text[0]","",""
"System/MENU/menu_opt_controls.d:168","Skok/Odejście","Прыжок/Шаг в сторону","","False","MENU_ITEM_KEY_JUMPCLIMBSTRAFE.text[0]","",""
"System/MENU/menu_opt_controls.d:180","Bieg","Бег","","False","MENU_ITEM_KEY_RUNMODETOGGLE.text[0]","",""
"System/MENU/menu_opt_controls.d:192","Skradanie się","Подкрадывание","","False","MENU_ITEM_KEY_SNEAK.text[0]","",""
"System/MENU/menu_opt_controls.d:204","Rozglądanie się","Оглядывание","","False","MENU_ITEM_KEY_LOOK.text[0]","",""
"System/MENU/menu_opt_controls.d:216","Widok z oczu postaci","Оглядывание (ПЛ)","","False","MENU_ITEM_KEY_LOOK_FP.text[0]","",""
"System/MENU/menu_opt_controls.d:228","Ekwipunek","Инвентарь","","False","MENU_ITEM_KEY_INVENTORY.text[0]","",""
"System/MENU/menu_opt_controls.d:240","Współczynniki","Статус","","False","MENU_ITEM_KEY_SCREEN_STATUS.text[0]","",""
"System/MENU/menu_opt_controls.d:252","Notatki i zadania","Миссии и записи","","False","MENU_ITEM_KEY_SCREEN_LOG.text[0]","",""
"System/MENU/menu_opt_controls.d:504","Domyślne ustawienia","По умолчанию","","False","MENU_ITEM_CHG_KEYS_SET_DEFAULT.text[0]","",""
"System/MENU/menu_opt_controls.d:505","Przywraca domyślne ustawienia klawiatury.","Восстановить настройки по умолчанию.","","False","MENU_ITEM_CHG_KEYS_SET_DEFAULT.text[1]","",""
"System/MENU/menu_opt_controls.d:517","Alternatywne ustawienia","Альтернативные настройки","","False","MENU_ITEM_CHG_KEYS_SET_ALTERNATIVE.text[0]","",""
"System/MENU/menu_opt_controls.d:518","Uaktywnia alternatywne ustawienia klawiatury.","Включает альтернативные настройки.","","False","MENU_ITEM_CHG_KEYS_SET_ALTERNATIVE.text[1]","",""
"System/MENU/menu_misc.d:17","ZAMKNIJ GRĘ","Вы уверены?","","False","MENUITEM_LEAVE_GAME_HEADLINE.text[0]","",""
"System/MENU/Menu_SaveGame.d:82","WCZYTAJ GRĘ","Загрузить игру","","False","MENUITEM_LOAD_HEADLINE.text[0]","",""
"System/MENU/Menu_SaveGame.d:92","ZAPISZ GRĘ","Сохранить игру","","False","MENUITEM_SAVE_HEADLINE.text[0]","",""
"System/MENU/menu_log.d:34","Bieżące\nMisje","Текущие\nмиссии","","False","MENU_ITEM_SEL_MISSIONS_ACT.text[0]","",""
"System/MENU/menu_log.d:47","Zakończone\nMisje","Завершенные\nмиссии","","False","MENU_ITEM_SEL_MISSIONS_OLD.text[0]","",""
"System/MENU/menu_log.d:60","Niezaliczone\nMisje","Проваленные\nмиссии","","False","MENU_ITEM_SEL_MISSIONS_FAILED.text[0]","",""
"System/MENU/menu_log.d:73","Informacje\nogólne","Общая\nинформация","","False","MENU_ITEM_SEL_LOG.text[0]","",""
"System/MENU/menu_log.d:87","Act Missions","Текущие миссии","","False","MENU_ITEM_LIST_MISSIONS_ACT.text[0]","",""
"System/MENU/menu_log.d:104","Old Missions","Старые миссии","","False","MENU_ITEM_LIST_MISSIONS_FAILED.text[0]","",""
"System/MENU/menu_log.d:121","Failed Missions","Проваленные миссии","","False","MENU_ITEM_LIST_MISSIONS_OLD.text[0]","",""
"System/MENU/menu_log.d:138","Log","Дневник","","False","MENU_ITEM_LIST_LOG.text[0]","",""
"System/MENU/menu_log.d:154","no content","пусто","","False","MENU_ITEM_CONTENT_VIEWER.text[0]","",""
"System/MENU/menu_status.d:91","Nyras","Гильдия:","","False","MENU_ITEM_PLAYERGUILD_TITLE.text[0]","",""
"System/MENU/menu_status.d:112","Poziom","Уровень","","False","MENU_ITEM_LEVEL_TITLE.text[0]","",""
"System/MENU/menu_status.d:121","Doświadczenie","Опыт","","False","MENU_ITEM_EXP_TITLE.text[0]","",""
"System/MENU/menu_status.d:130","Następny poz.","След. уровень","","False","MENU_ITEM_LEVEL_NEXT_TITLE.text[0]","",""
"System/MENU/menu_status.d:139","Punkty nauki","Очки обучения","","False","MENU_ITEM_LEARN_TITLE.text[0]","",""
"System/MENU/menu_status.d:180","ATRYBUTY","ХАРАКТЕРИСТИКИ","","False","MENU_ITEM_ATTRIBUTE_HEADING.text[0]","",""
"System/MENU/menu_status.d:189","Siła","Сила","","False","MENU_ITEM_ATTRIBUTE_1_TITLE.text[0]","",""
"System/MENU/menu_status.d:198","Zręczność","Ловкость","","False","MENU_ITEM_ATTRIBUTE_2_TITLE.text[0]","",""
"System/MENU/menu_status.d:207","Mana","Мана","","False","MENU_ITEM_ATTRIBUTE_3_TITLE.text[0]","",""
"System/MENU/menu_status.d:216","Życie","Жизнь","","False","MENU_ITEM_ATTRIBUTE_4_TITLE.text[0]","",""
"System/MENU/menu_status.d:255","OCHRONA","ЗАЩИТА","","False","MENU_ITEM_ARMOR_HEADING.text[0]","",""
"System/MENU/menu_status.d:264","przed bronią","от оружия","","False","MENU_ITEM_ARMOR_1_TITLE.text[0]","",""
"System/MENU/menu_status.d:273","przed strzałami","от стрел","","False","MENU_ITEM_ARMOR_2_TITLE.text[0]","",""
"System/MENU/menu_status.d:282","przed ogniem","от огня","","False","MENU_ITEM_ARMOR_3_TITLE.text[0]","",""
"System/MENU/menu_status.d:291","przed magią","от магии","","False","MENU_ITEM_ARMOR_4_TITLE.text[0]","",""
"System/MENU/menu_status.d:332","UMIEJ. WALKI / TRAF. KRYTYCZNE","БОЕВЫЕ УМЕНИЯ / КРИТ. ПОПАДАНИЕ","","False","MENU_ITEM_TALENTS_WEAPON_HEADING.text[0]","",""
"System/MENU/menu_status.d:341","UMIEJ. ZŁODZIEJSKIE / SZANSA PORAŻKI","ВОРОВСКИЕ УМЕНИЯ / ШАНС ПРОВАЛА","","False","MENU_ITEM_TALENTS_THIEF_HEADING.text[0]","",""
"System/MENU/menu_status.d:350","UMIEJ. SPECJALNE","СПЕЦИАЛЬНЫЕ УМЕНИЯ","","False","MENU_ITEM_TALENTS_SPECIAL_HEADING.text[0]","",""
