"location","source","target","id","fuzzy","context","translator_comments","developer_comments"
"System/MENU/Menu_Defines.d:176","Zapisz czas","Speicherzeit","","False","MENUITEM_LOADSAVE_DATETIME_TEXT","",""
"System/MENU/Menu_Defines.d:177","Czas gry:","Spielzeit:","","False","MENUITEM_LOADSAVE_PLAYTIME_TEXT","",""
"System/MENU/Menu_Defines.d:178","Wstecz","Zurück","","False","MENU_COMMON_BACK_TEXT","",""
"System/MENU/Menu_Defines.d:181","Gra","Spiel","","False","MENUITEM_OPT_GAME_TEXT_0","",""
"System/MENU/Menu_Defines.d:182","Grafika","Grafik","","False","MENUITEM_OPT_GRAPHICS_TEXT_0","",""
"System/MENU/Menu_Defines.d:183","Obraz","Video","","False","MENUITEM_OPT_VIDEO_TEXT_0","",""
"System/MENU/Menu_Defines.d:184","Dźwięk","Audio","","False","MENUITEM_OPT_AUDIO_TEXT_0","",""
"System/MENU/Menu_Defines.d:185","Klawiatura","Steuerung","","False","MENUITEM_OPT_CONTROLS_TEXT_0","",""
"System/MENU/Menu_Defines.d:186","Wydajność/Jakość","Performance/Qualität","","False","MENUITEM_PERF_TEXT_0","",""
"System/MENU/Menu_Defines.d:187","opcje użytkownika#Orthodox Overdose|średnia jakość|wysoka jakość","benutzerdefiniert#Orthodox Overdose|mittlere Qualität|hohe Qualität","","False","MENUITEM_PERF_CHOICE_TEXT_0","",""
"System/MENU/menu_opt.d:19","USTAWIENIA","EINSTELLUNGEN","","False","MENUITEM_OPT_HEADING.text[0]","",""
"System/MENU/menu_opt.d:30","Różne ustawienia dotyczące gry.","Diverse Spieleinstellungen vornehmen.","","False","MENUITEM_OPT_GAME.text[1]","",""
"System/MENU/menu_opt.d:41","Szczegółowość obrazu i efekty specjalne.","Sichtweite, Details und Effekte.","","False","MENUITEM_OPT_GRAPHICS.text[1]","",""
"System/MENU/menu_opt.d:52","Karta graficzna, rozdzielczość i jasność.","Grafikkarte, Auflösung und Helligkeit.","","False","MENUITEM_OPT_VIDEO.text[1]","",""
"System/MENU/menu_opt.d:63","Muzyka, mowa i efekty dźwiękowe.","Musik, Sprache und Soundeffekte.","","False","MENUITEM_OPT_AUDIO.text[1]","",""
"System/MENU/menu_opt.d:74","Ustawienia klawiatury.","Konfiguration der Tastenbelegung.","","False","MENUITEM_OPT_CONTROLS.text[1]","",""
"System/MENU/menu_opt.d:85","Dostosowanie wydajności i jakości obrazu.","Optimierung von Performance und Qualität.","","False","MENUITEM_PERF.text[1]","",""
"System/MENU/menu_opt.d:119","USTAWIENIA GRY","SPIEL EINSTELLUNGEN","","False","MENUITEM_FAKE_OPT_HEADING_GAME.text[0]","",""
"System/MENU/menu_opt.d:128","USTAWIENIA GRAFICZNE","GRAFIK EINSTELLUNGEN","","False","MENUITEM_FAKE_OPT_HEADING_GRAPHICS.text[0]","",""
"System/MENU/menu_opt.d:137","USTAWIENIA OBRAZU","VIDEO EINSTELLUNGEN","","False","MENUITEM_FAKE_OPT_HEADING_VIDEO.text[0]","",""
"System/MENU/menu_opt.d:146","USTAWIENIA DŹWIĘKU","AUDIO EINSTELLUNGEN","","False","MENUITEM_FAKE_OPT_HEADING_AUDIO.text[0]","",""
"System/MENU/menu_opt.d:155","USTAWIENIA KLAWIATURY","TASTATUR EINSTELLUNGEN","","False","MENUITEM_FAKE_OPT_HEADING_CONTROLS.text[0]","",""
"System/MENU/menu_opt_game.d:26","USTAWIENIA GRY","SPIEL EINSTELLUNGEN","","False","MENUITEM_GAME_HEADLINE.text[0]","",""
"System/MENU/menu_opt_game.d:36","Podpisy","Untertitel","","False","MENUITEM_GAME_SUB_TITLES.text[0]","",""
"System/MENU/menu_opt_game.d:37","Wyświetlanie tekstów dialogów.","Visuelle Einblendung von Dialogen.","","False","MENUITEM_GAME_SUB_TITLES.text[1]","",""
"System/MENU/menu_opt_game.d:61","Animowane okna","Animierte Fenster","","False","MENUITEM_GAME_ANIMATE_WINDOWS.text[0]","",""
"System/MENU/menu_opt_game.d:62","Animowane okna dialogowe.","Animierte Dialogfenster.","","False","MENUITEM_GAME_ANIMATE_WINDOWS.text[1]","",""
"System/MENU/menu_opt_game.d:86","Odwrócona kamera","Umschau umkehren","","False","MENUITEM_GAME_LOOKAROUND_INVERSE.text[0]","",""
"System/MENU/menu_opt_game.d:87","Odwrócone sterowanie kamerą.","Inverse Kamerasteuerung.","","False","MENUITEM_GAME_LOOKAROUND_INVERSE.text[1]","",""
"System/MENU/menu_opt_game.d:111","Mysz","Maus","","False","MENUITEM_M.text[0]","",""
"System/MENU/menu_opt_game.d:112","Przełącza sterowanie kamerą za pomocą myszy.","Aktiviert eine Maussteuerung","","False","MENUITEM_M.text[1]","",""
"System/MENU/menu_opt_game.d:136","Czułość myszy","Maus Empfindlichkeit","","False","MENUITEM_MSENSITIVITY.text[0]","",""
"System/MENU/menu_opt_game.d:163","Krew","Blut Details","","False","MENUITEM_GAME_BLOOD.text[0]","",""
"System/MENU/menu_opt_game.d:164","Krew w trakcie gry.","Grad der Darstellung von Bluteffekten.","","False","MENUITEM_GAME_BLOOD.text[1]","",""
"System/MENU/menu_opt_game.d:176","brak|mało|więcej|dużo","keine|wenige|mehrere|viele","","False","MENUITEM_GAME_BLOOD_CHOICE.text[0]","",""
"System/MENU/menu_opt_graphics.d:23","USTAWIENIA GRAFICZNE","GRAFIK EINSTELLUNGEN","","False","MENUITEM_GRA_HEADLINE.text[0]","",""
"System/MENU/menu_opt_graphics.d:33","Tekstury","Textur Details","","False","MENUITEM_GRA_TEXQUAL.text[0]","",""
"System/MENU/menu_opt_graphics.d:34","Szczegółowość tekstur.","Detailstufe der Texturen.","","False","MENUITEM_GRA_TEXQUAL.text[1]","",""
"System/MENU/menu_opt_graphics.d:56","Modele","Modell Details","","False","MENUITEM_GRA_MODEL_DETAIL.text[0]","",""
"System/MENU/menu_opt_graphics.d:57","Szczegółowość modeli 3D.","Detailstufe von Objekten.","","False","MENUITEM_GRA_MODEL_DETAIL.text[1]","",""
"System/MENU/menu_opt_graphics.d:79","Widok","Sichtweite","","False","MENUITEM_GRA_SIGHT.text[0]","",""
"System/MENU/menu_opt_graphics.d:80","Zasięg generowania obrazu.","Regelung der Sichtweite in Prozent.","","False","MENUITEM_GRA_SIGHT.text[1]","",""
"System/MENU/menu_opt_graphics.d:102","Niebo","Himmelseffekte","","False","MENUITEM_GRA_SKY_EFFECTS.text[0]","",""
"System/MENU/menu_opt_graphics.d:103","Specjalne efekty nieba.","Himmelseffekte an- bzw. abschalten.","","False","MENUITEM_GRA_SKY_EFFECTS.text[1]","",""
"System/MENU/menu_opt_video.d:25","USTAWIENIA OBRAZU","VIDEO EINSTELLUNGEN","","False","MENUITEM_VID_HEADLINE.text[0]","",""
"System/MENU/menu_opt_video.d:35","Karta graf.","Grafikkarte","","False","MENUITEM_VID_DEVICE.text[0]","",""
"System/MENU/menu_opt_video.d:36","Zmiany uaktywnią się po ponownym uruchomieniu!","Gothic muss für diese Option neu gestartet werden!","","False","MENUITEM_VID_DEVICE.text[1]","",""
"System/MENU/menu_opt_video.d:61","Rozdzielczość","Auflösung","","False","MENUITEM_VID_RESOLUTION.text[0]","",""
"System/MENU/menu_opt_video.d:62","Potwierdź wybór naciskając ENTER.","Gewählte Auflösung durch RETURN bestätigen.","","False","MENUITEM_VID_RESOLUTION.text[1]","",""
"System/MENU/menu_opt_video.d:87","Jasność","Helligkeit","","False","MENUITEM_VID_BRIGHTNESS.text[0]","",""
"System/MENU/menu_opt_video.d:88","Jasność","Helligkeit","","False","MENUITEM_VID_BRIGHTNESS.text[1]","",""
"System/MENU/menu_opt_video.d:109","Kontrast","Kontrast","","False","MENUITEM_VID_CONTRAST.text[0]","",""
"System/MENU/menu_opt_video.d:110","Kontrast","Kontrast","","False","MENUITEM_VID_CONTRAST.text[1]","",""
"System/MENU/menu_opt_video.d:131","Gamma","Gamma","","False","MENUITEM_VID_GAMMA.text[0]","",""
"System/MENU/menu_opt_video.d:132","Gamma","Gamma","","False","MENUITEM_VID_GAMMA.text[1]","",""
"System/MENU/menu_opt_audio.d:30","USTAWIENIA DŹWIĘKU","AUDIO EINSTELLUNGEN","","False","MENUITEM_AUDIO_HEADLINE.text[0]","",""
"System/MENU/menu_opt_audio.d:40","Efekty i mowa","Effekte&Sprache","","False","MENUITEM_AUDIO_SFXVOL.text[0]","",""
"System/MENU/menu_opt_audio.d:41","Głośność efektów dźwiękowych i mowy.","Lautstärke von Soundeffekten und Sprachausgabe.","","False","MENUITEM_AUDIO_SFXVOL.text[1]","",""
"System/MENU/menu_opt_audio.d:62","Głośność muzyki","Musik-Lautstärke","","False","MENUITEM_AUDIO_MUSICVOL.text[0]","",""
"System/MENU/menu_opt_audio.d:63","Głośność muzyki w tle.","Läutstärke der Hintergrundmusik.","","False","MENUITEM_AUDIO_MUSICVOL.text[1]","",""
"System/MENU/menu_opt_audio.d:84","Muzyka","Musik","","False","MENUITEM_AUDIO_MUSIC.text[0]","",""
"System/MENU/menu_opt_audio.d:85","Włącza/wyłącza muzykę w tle.","Hintergrundmusik an- bzw. ausschalten.","","False","MENUITEM_AUDIO_MUSIC.text[1]","",""
"System/MENU/menu_opt_audio.d:107","Źródło dźwięku","Soundprovider","","False","MENUITEM_AUDIO_PROVIDER.text[0]","",""
"System/MENU/menu_opt_audio.d:108","Zmiany uaktywnią się po ponownym uruchomieniu!","Eine Änderung wirkt sich erst beim Neustart aus!","","False","MENUITEM_AUDIO_PROVIDER.text[1]","",""
"System/MENU/menu_opt_audio.d:132","Głośniki","Lautsprecher","","False","MENUITEM_AUDIO_SPEEKER.text[0]","",""
"System/MENU/menu_opt_audio.d:142","2 głośniki|Słuchawki|Surround|4 głośniki","2 Lautsprecher|Kopfhörer|Surround|4 Lautsprecher","","False","MENUITEM_AUDIO_SPEEKER_CHOICE.text[0]","",""
"System/MENU/menu_opt_audio.d:155","Pogłos","Hall-Effekt","","False","MENUITEM_AUDIO_REVERB.text[0]","",""
"System/MENU/menu_opt_audio.d:155","Włącza pogłos w jaskiniach (wymaga ponownego uruchomienia).","Sollen Halleffekte in Höhlen aktiviert werden (Neustart erforderlich) ?","","False","MENUITEM_AUDIO_REVERB.text[1]","",""
"System/MENU/menu_opt_audio.d:166","wł.|wył.","An|aus","","False","MENUITEM_AUDIO_REVERB_CHOICE.text[0]","",""
"System/MENU/menu_opt_audio.d:178","Próbkowanie","Sample-Rate","","False","MENUITEM_AUDIO_SAMPLERATE.text[0]","",""
"System/MENU/menu_opt_audio.d:178","Zmiany uaktywnią się po ponownym uruchomieniu!","Eine Änderung wirkt sich erst beim Neustart aus!","","False","MENUITEM_AUDIO_SAMPLERATE.text[1]","",""
"System/MENU/menu_opt_audio.d:189","22 khz|44 khz","22 khz|44 khz","","False","MENUITEM_AUDIO_SAMPLERATE_CHOICE.text[0]","",""
"System/MENU/menu_opt_controls.d:63","USTAWIENIA KLAWIATURY","TASTATUR EINSTELLUNGEN","","False","MENU_ITEM_CHG_KEYS_HEADLINE.text[0]","",""
"System/MENU/menu_opt_controls.d:72","Do przodu","Vorwärts","","False","MENU_ITEM_KEY_UP.text[0]","",""
"System/MENU/menu_opt_controls.d:84","Do tyłu","Rückwärts","","False","MENU_ITEM_KEY_DOWN.text[0]","",""
"System/MENU/menu_opt_controls.d:96","Obrót w lewo","Links drehen","","False","MENU_ITEM_KEY_LEFT.text[0]","",""
"System/MENU/menu_opt_controls.d:108","Obrót w prawo","Rechts drehen","","False","MENU_ITEM_KEY_RIGHT.text[0]","",""
"System/MENU/menu_opt_controls.d:120","Krok w lewo","Seitwärts links","","False","MENU_ITEM_KEY_STRAFE_LEFT.text[0]","",""
"System/MENU/menu_opt_controls.d:132","Krok w prawo","Seitwärts rechts","","False","MENU_ITEM_KEY_STRAFE_RIGHT.text[0]","",""
"System/MENU/menu_opt_controls.d:144","Broń","Waffen","","False","MENU_ITEM_KEY_WEAPON.text[0]","",""
"System/MENU/menu_opt_controls.d:156","Działanie","Aktion","","False","MENU_ITEM_KEY_ACTION.text[0]","",""
"System/MENU/menu_opt_controls.d:168","Skok/Odejście","Springen/Seitstep","","False","MENU_ITEM_KEY_JUMPCLIMBSTRAFE.text[0]","",""
"System/MENU/menu_opt_controls.d:180","Bieg","Schnell laufen","","False","MENU_ITEM_KEY_RUNMODETOGGLE.text[0]","",""
"System/MENU/menu_opt_controls.d:192","Skradanie się","Schleichen","","False","MENU_ITEM_KEY_SNEAK.text[0]","",""
"System/MENU/menu_opt_controls.d:204","Rozglądanie się","Umsehen","","False","MENU_ITEM_KEY_LOOK.text[0]","",""
"System/MENU/menu_opt_controls.d:216","Widok z oczu postaci","Umsehen FirstPerson","","False","MENU_ITEM_KEY_LOOK_FP.text[0]","",""
"System/MENU/menu_opt_controls.d:228","Ekwipunek","Inventar","","False","MENU_ITEM_KEY_INVENTORY.text[0]","",""
"System/MENU/menu_opt_controls.d:240","Współczynniki","Spielerstatus","","False","MENU_ITEM_KEY_SCREEN_STATUS.text[0]","",""
"System/MENU/menu_opt_controls.d:252","Notatki i zadania","Missionen und Notizen","","False","MENU_ITEM_KEY_SCREEN_LOG.text[0]","",""
"System/MENU/menu_opt_controls.d:504","Domyślne ustawienia","Standard-Einstellung","","False","MENU_ITEM_CHG_KEYS_SET_DEFAULT.text[0]","",""
"System/MENU/menu_opt_controls.d:505","Przywraca domyślne ustawienia klawiatury.","Aktiviert die Standardbelegung der Tastatur.","","False","MENU_ITEM_CHG_KEYS_SET_DEFAULT.text[1]","",""
"System/MENU/menu_opt_controls.d:517","Alternatywne ustawienia","Alternativ-Einstellung","","False","MENU_ITEM_CHG_KEYS_SET_ALTERNATIVE.text[0]","",""
"System/MENU/menu_opt_controls.d:518","Uaktywnia alternatywne ustawienia klawiatury.","Aktiviert eine alternative Belegung der Tastatur.","","False","MENU_ITEM_CHG_KEYS_SET_ALTERNATIVE.text[1]","",""
"System/MENU/menu_misc.d:17","ZAMKNIJ GRĘ","Gothic verlassen?","","False","MENUITEM_LEAVE_GAME_HEADLINE.text[0]","",""
"System/MENU/Menu_SaveGame.d:82","WCZYTAJ GRĘ","SPIEL LADEN","","False","MENUITEM_LOAD_HEADLINE.text[0]","",""
"System/MENU/Menu_SaveGame.d:92","ZAPISZ GRĘ","SPIEL SPEICHERN","","False","MENUITEM_SAVE_HEADLINE.text[0]","",""
"System/MENU/menu_log.d:34","Bieżące\nMisje","Aktuelle\nMissionen","","False","MENU_ITEM_SEL_MISSIONS_ACT.text[0]","",""
"System/MENU/menu_log.d:47","Zakończone\nMisje","Erfüllte\nMissionen","","False","MENU_ITEM_SEL_MISSIONS_OLD.text[0]","",""
"System/MENU/menu_log.d:60","Niezaliczone\nMisje","Gescheiterte\nMissionen","","False","MENU_ITEM_SEL_MISSIONS_FAILED.text[0]","",""
"System/MENU/menu_log.d:73","Informacje\nogólne","Allgemeine\nInfos","","False","MENU_ITEM_SEL_LOG.text[0]","",""
"System/MENU/menu_log.d:87","Act Missions","Act Missions","","False","MENU_ITEM_LIST_MISSIONS_ACT.text[0]","",""
"System/MENU/menu_log.d:104","Old Missions","Old Missions","","False","MENU_ITEM_LIST_MISSIONS_FAILED.text[0]","",""
"System/MENU/menu_log.d:121","Failed Missions","Failed Missions","","False","MENU_ITEM_LIST_MISSIONS_OLD.text[0]","",""
"System/MENU/menu_log.d:138","Log","Log","","False","MENU_ITEM_LIST_LOG.text[0]","",""
"System/MENU/menu_log.d:154","no content","no content","","False","MENU_ITEM_CONTENT_VIEWER.text[0]","",""
"System/MENU/menu_status.d:91","Nyras","Gilde:","","False","MENU_ITEM_PLAYERGUILD_TITLE.text[0]","",""
"System/MENU/menu_status.d:112","Poziom","Stufe","","False","MENU_ITEM_LEVEL_TITLE.text[0]","",""
"System/MENU/menu_status.d:121","Doświadczenie","Erfahrung","","False","MENU_ITEM_EXP_TITLE.text[0]","",""
"System/MENU/menu_status.d:130","Następny poz.","Nächste Stufe","","False","MENU_ITEM_LEVEL_NEXT_TITLE.text[0]","",""
"System/MENU/menu_status.d:139","Punkty nauki","Lernpunkte","","False","MENU_ITEM_LEARN_TITLE.text[0]","",""
"System/MENU/menu_status.d:180","ATRYBUTY","ATTRIBUTE","","False","MENU_ITEM_ATTRIBUTE_HEADING.text[0]","",""
"System/MENU/menu_status.d:189","Siła","Stärke","","False","MENU_ITEM_ATTRIBUTE_1_TITLE.text[0]","",""
"System/MENU/menu_status.d:198","Zręczność","Geschick","","False","MENU_ITEM_ATTRIBUTE_2_TITLE.text[0]","",""
"System/MENU/menu_status.d:207","Mana","Mana","","False","MENU_ITEM_ATTRIBUTE_3_TITLE.text[0]","",""
"System/MENU/menu_status.d:216","Życie","Lebensenergie","","False","MENU_ITEM_ATTRIBUTE_4_TITLE.text[0]","",""
"System/MENU/menu_status.d:255","OCHRONA","SCHUTZ","","False","MENU_ITEM_ARMOR_HEADING.text[0]","",""
"System/MENU/menu_status.d:264","przed bronią","vor Waffen","","False","MENU_ITEM_ARMOR_1_TITLE.text[0]","",""
"System/MENU/menu_status.d:273","przed strzałami","vor Geschossen","","False","MENU_ITEM_ARMOR_2_TITLE.text[0]","",""
"System/MENU/menu_status.d:282","przed ogniem","vor Feuer","","False","MENU_ITEM_ARMOR_3_TITLE.text[0]","",""
"System/MENU/menu_status.d:291","przed magią","vor Magie","","False","MENU_ITEM_ARMOR_4_TITLE.text[0]","",""
"System/MENU/menu_status.d:332","UMIEJ. WALKI / TRAF. KRYTYCZNE","WAFFENTALENTE / VOLLTREFFER-CHANCE","","False","MENU_ITEM_TALENTS_WEAPON_HEADING.text[0]","",""
"System/MENU/menu_status.d:341","UMIEJ. ZŁODZIEJSKIE / SZANSA PORAŻKI","DIEBESTALENTE / CHANCE DES VERSAGENS","","False","MENU_ITEM_TALENTS_THIEF_HEADING.text[0]","",""
"System/MENU/menu_status.d:350","UMIEJ. SPECJALNE","SPEZIALFÄHIGKEITEN","","False","MENU_ITEM_TALENTS_SPECIAL_HEADING.text[0]","",""
