"location","source","target","id","fuzzy","context","translator_comments","developer_comments"
"Content/Items/Armor.d:721","Lekka zbroja Świątynna","Легкі обладунки храмовника","","False","TPL_ARMOR_L.name","",""
"Content/Items/Armor.d:753","Zbroja Świątynna","Обладунки храмовника","","False","TPL_ARMOR_M.name","",""
"Content/Items/Armor.d:785","Ciężka zbroja Świątynna","Важкі обладунки храмовника","","False","TPL_ARMOR_H.name","",""
"Content/Items/Armor.d:821","Szata Guru","Мантія гуру","","False","GUR_ARMOR_M.name","",""
"Content/Items/Armor.d:852","Zdobiona szata Guru","Оздобна мантія гуру","","False","GUR_ARMOR_H.name","",""
"Content/Items/Armor.d:893","Szata Ognia","Ряса вогню","","False","KDF_ARMOR_L.name","",""
"Content/Items/Armor.d:922","Zdobiona szata Ognia","Оздобна ряса вогню","","False","KDF_ARMOR_H.name","",""
"Content/Items/Armor.d:957","Szata Wody","Ряса води","","False","KDW_ARMOR_L.name","",""
"Content/Items/Armor.d:987","Zdobiona szata Wody","Оздобна ряса води","","False","KDW_ARMOR_H.name","",""
"Content/Items/Armor.d:1020","Szata Mrocznych Sztuk","Ряса темних мистецтв","","False","DMB_ARMOR_M.name","",""
"Content/Items/Armor.d:1062","Zbroja z pancerzy pełzaczy","Обладунки з пластин повзунів","","False","CRW_ARMOR_H.name","",""
"Content/Items/Armor.d:1096","Starożytna zbroja magiczna","Стародавні рудні обладунки","","False","ORE_ARMOR_M.name","",""
"Content/Items/Armor.d:1117","Tę starożytną zbroję wykonano z magicznej rudy.","","","","ORE_ARMOR_M.TEXT[0]","",""
"Content/Items/Armor.d:1129","Wzmocniona zbroja magiczna","Посилені рудні обладунки","","False","ORE_ARMOR_H.name","",""
"Content/Items/Armor.d:1148","Kowal Stone jeszcze ją ulepszył!","","","","ORE_ARMOR_H.TEXT[0]","",""
"Content/Items/Armor.d:1166","Szata sędziego","Суддівська мантія","","False","LAW_ARMOR.name","",""
"Content/Items/Armor.d:1206","Pancerz Straży Królewskiej","Обладунки королівської гвардії","","False","GRD_ARMOR_I.name","",""
"Content/Items/Armor.d:1242","Goła babka","Гола жінка","","False","BAB_ARMOR_NUDE.name","",""
"Content/Items/Armor.d:1264","Babka w bikini","Жінка у білизні","","False","BAB_ARMOR_BIKINI.name","",""
"Content/Items/Food.d:58","Mięso chrząszczy. Smaczne po ugotowaniu, na surowo już nie bardzo.","желать лучшего. М'ясо з м'ясних жуків. Смачне у вареному вигляді, не дуже сире.","","False","ItAt_Meatbug_01_description","",""
"Content/Items/Food.d:61","Mięso chrząszcza","М'ясо жука","","False","ItAt_Meatbug_01.name","",""
"Content/Items/Food.d:85","Te jabłka symbolizują monopol handlowy Starego Obozu.","Ці яблука символізують торгівельну монополію Старого табору.","","False","ItFo_Apple_description","",""
"Content/Items/Food.d:88","Jabłko","Яблуко","","False","ItFoApple.name","",""
"Content/Items/Food.d:113","Winogrona","Виноград","","False","ItFo_wineberrys_01.name","",""
"Content/Items/Food.d:135","Podstawa żywienia w Kolonii – stała podaż sprawia, że brzuchy są pełne, co oddala ryzyko buntu.","bay. dass die Bäuche voll sind und Unruhe fern bleibt. co oddala ryzyko buntu. и не выражают недовольства. Основний продукт харчування колонії, його стабільні поставки тримають шлунки ситими, а заворушення на відстані.","","False","ItFo_Loaf_description","",""
"Content/Items/Food.d:136","Podstawa żywienia w Kolonii – stała podaż sprawia,","Основний продукт харчування колонії, його стабільні","","False","ItFo_Loaf_description_1","",""
"Content/Items/Food.d:137","że brzuchy są pełne, co oddala ryzyko buntu.","поставки тримають шлунки ситими, а заворушення на відстані.","","False","ItFo_Loaf_description_2","",""
"Content/Items/Food.d:142","Chleb","Хліб","","False","ItFoLoaf.name","",""
"Content/Items/Food.d:165","Smażone mięso","Смажене м'ясо","","False","ItFo_Mutton_01_name","",""
"Content/Items/Food.d:166","Mięso liźnięte ogniem napełnia brzuch i ogrzewa duszę.","Підсмажене, наповнює шлунок і зігріває душу.","","False","ItFo_Mutton_01_description","",""
"Content/Items/Food.d:192","Surowe mięso","Сире м'ясо","","False","ItFo_Muttonraw","",""
"Content/Items/Food.d:192","Świeża zdobycz czekająca na objęcia płomieni.","Щойно впольоване, чекає на обійми вогню.","","False","ItFo_Muttonraw_description","",""
"Content/Items/Food.d:216","Peklowany i pyszny mięsny przysmak.","Витриманий і смачний м'ясний делікатес.","","False","ItFo_Mutton_02_description","",""
"Content/Items/Food.d:221","Szynka","Шинка","","False","ItFo_mutton_01.name","",""
"Content/Items/Food.d:242","Myrtański ser, zarezerwowany dla elit Starego Obozu. Jego ostry aromat unosi się w całym zamku.","through the castle. Duft weht durch die Burgt, sagt man. się w całym zamku. ароматом пропах весь замок. Міртананський сир, зарезервований для еліти Старого Табору. Його різкий аромат розноситься по всьому замку.","","False","ItFo_Cheese_description","",""
"Content/Items/Food.d:243","Myrtański ser, zarezerwowany dla elit Starego Obozu.","Міртананський сир, зарезервований для еліти Старого Табору.","","False","ItFo_Cheese_description_1","",""
"Content/Items/Food.d:244","Jego ostry aromat unosi się w całym zamku.","Його різкий аромат розноситься по всьому замку.","","False","ItFo_Cheese_description_2","",""
"Content/Items/Food.d:250","Ser","Сир","","False","ItFoCheese.name","",""
"Content/Items/Food.d:270","Podstawa niezależności Nowego Obozu, starannie uprawiana na strzeżonych polach. Nadwyżki napędzają handel i kształtują relacje z innymi obozami.","paddies. Its surplus drives their trade and shapes relations with other camps. in bewachten Reisfeldern. Sein Überschuss treibt ihren Handel an und prägt die Beziehungen zu anderen Lagern. polach. Nadwyżki napędzają handel i kształtują relacje z innymi obozami. Составляет основу независимости Нового лагеря. Излишки идут на продажу, что определяет взаимоотношения с другими лагерями. Фундамент незалежності Нового Табору, дбайливо вирощений на захищених полях. Його надлишок стимулює їхню торгівлю та формує відносини з іншими таборами.","","False","ItFo_Rice_description","",""
"Content/Items/Food.d:271","Podstawa niezależności Nowego Obozu, starannie uprawiana na strzeżonych","Фундамент незалежності Нового Табору, дбайливо вирощений","","False","ItFo_Rice_description_1","",""
"Content/Items/Food.d:272","polach. Nadwyżki napędzają handel i kształtują relacje z innymi obozami.","на захищених полях. Його надлишок стимулює їхню торгівлю","","False","ItFo_Rice_description_2","",""
"Content/Items/Food.d:279","Ryż","Рис","","False","ItFoRice.name","",""
"Content/Items/Food.d:303","Zupa korzenna","Суп з коренів","","False","ItFoSoup.name","",""
"Content/Items/Food.d:327","Potrawka z chrząszcza","Рагу з жука","","False","ItFoMeatbugragout.name","",""
"Content/Items/Food.d:350","Zupa z pełzacza","Суп з повзуна","","False","ItFoCrawlersoup.name","",""
"Content/Items/Food.d:377","Choć czysta woda jest powszechnie dostępna, kontrola nad jej źródłami jest kluczowa do zachowania władzy w Kolonii.","in the colony. sie ein Schlüssel zur Macht in der Kolonie. kluczowa do zachowania władzy w Kolonii. те, кто всем здесь заправляет. Контроль над джерелами чистої води, хоч і є широкодоступним, є ключем до влади в колонії.","","False","ItFo_Potion_Water_01_description","",""
"Content/Items/Food.d:378","Choć czysta woda jest powszechnie dostępna, kontrola nad jej","Контроль над джерелами чистої води, хоч і","","False","ItFo_Potion_Water_01_description_1","",""
"Content/Items/Food.d:379","źródłami jest kluczowa do zachowania władzy w Kolonii.","є широкодоступним, є ключем до влади в колонії.","","False","ItFo_Potion_Water_01_description_2","",""
"Content/Items/Food.d:387","Woda","Вода","","False","ItFo_Potion_Water_01.name","",""
"Content/Items/Food.d:407","Importowane myrtańskie piwo to luksus Starego Obozu napędzający negocjacje i handel w kolonii karnej.","and trade in the penal colony. und den Handel in der Strafkolonie in Schwung bringt. i handel w kolonii karnej. которого оживляет торговлю и облегчает переговоры во всей колонии. Імпортний миртанський ель - розкіш старого табору, яка змащує колеса переговорів та торгівлі у виправній колонії.","","False","ItFo_Potion_Beer_description","",""
"Content/Items/Food.d:409","Importowane myrtańskie piwo to luksus Starego Obozu","Імпортний миртанський ель - розкіш старого табору,","","False","ItFo_Potion_Beer_description_1","",""
"Content/Items/Food.d:410","napędzający negocjacje i handel w kolonii karnej.","яка змащує колеса переговорів та торгівлі у виправній колонії.","","False","ItFo_Potion_Beer_description_2","",""
"Content/Items/Food.d:417","Piwo","Пиво","","False","ItFoBeer.name","",""
"Content/Items/Food.d:436","Symbol powiązań Starego Obozu ze światem zewnętrznym – rzadki luksus spotykany przy stołach baronów rudy.","the Ore Barons' tables. der normalerweise nur an den Tischen der Erzbarone zu finden ist. przy stołach baronów rudy. только на столе рудного барона. Символ зовнішніх зв'язків Старого Табору, рідкісна розкіш, яку можна зустріти за столами Рудних Баронів.","","False","ItFo_Potion_Wine_description","",""
"Content/Items/Food.d:438","Symbol powiązań Starego Obozu ze światem zewnętrznym –","Символ зовнішніх зв'язків Старого Табору, рідкісна","","False","ItFo_Potion_Wine_description_1","",""
"Content/Items/Food.d:439","rzadki luksus spotykany przy stołach baronów rudy.","розкіш, яку можна зустріти за столами Рудних Баронів.","","False","ItFo_Potion_Wine_description_2","",""
"Content/Items/Food.d:448","Wino","Вино","","False","ItFoWine.name","",""
"Content/Items/Food.d:465","Duma Nowego Obozu, destylowana z poletek ryżowych. Ten mocny alkohol służy za walutę i zacieśnia społeczne więzi, symbolizując zaradność obozu.","as currency and social lubricant, embodying the camp's resourcefulness dient als Währung und soziales Schmiermittel und verkörpert die Unabhängigkeit des Lagers za walutę i zacieśnia społeczne więzi, symbolizując zaradność obozu. пример их изобретательности. Этот крепкий алкогольный напиток облегчает социальное взаимодействие в лагере и порой может выполнять роль валюты. Гордість Нового табору, дистильований з рисових полів. Цей міцний напій слугує як валюта і соціальне мастило, уособлюючи винахідливість табору","","False","ItFo_Potion_Booze_description","",""
"Content/Items/Food.d:467","Duma Nowego Obozu, destylowana z poletek ryżowych. Ten mocny alkohol","Гордість Нового табору, дистильований з рисових полів.","","False","ItFo_Potion_Booze_description_1","",""
"Content/Items/Food.d:468","służy za walutę i zacieśnia społeczne więzi, symbolizując zaradność obozu.","Цей міцний напій слугує як валюта і соціальне мастило,","","False","ItFo_Potion_Booze_description_2","",""
"Content/Items/Food.d:477","Ryżówka","Рисовий шнапс","","False","ItFoBooze.name","",""
"Content/Items/Food.d:498","Dzikie jagody występujące w mniej ujarzmionych regionach Kolonii. Ich zbieranie często wiąże się z ryzykiem dla życia i zdrowia.","Дикі ягоди, що ростуть у менш освоєних регіонах Колонії. Збирання їх часто пов'язане з ризиком для життя і здоров'я.","","False","ItFo_Plants_Berrys_01_description","",""
"Content/Items/Food.d:500","Dzikie jagody występujące w mniej ujarzmionych regionach Kolonii.","Дикі ягоди, що ростуть у менш освоєних регіонах Колонії.","","False","ItFo_Plants_Berrys_01_description_1","",""
"Content/Items/Food.d:502","Ich zbieranie często wiąże się z ryzykiem dla życia i zdrowia.","Збирання їх часто пов'язане з ризиком для життя і здоров'я.","","False","ItFo_Plants_Berrys_01_description_2","",""
"Content/Items/Food.d:510","Jagody","Ягода","","False","ItFo_Plants_Berrys_01.name","",""
"Content/Items/Food.d:537","Ogniocierń","Вогняна шипшина","","False","ItFo_Plants_Flameberry_01.name","",""
"Content/Items/Food.d:554","Roślina powszechnie występująca w dolinie, kluczowa dla produktywności Kolonii. Jej regenerujące działanie napędza więzienną siłę roboczą.","Рослина, поширена в долині та має вирішальне значення для продуктивності колонії. Її регенеративні властивості підживлюють робочу силу.","","False","ItFo_Plants_Seraphis_01_description","",""
"Content/Items/Food.d:556","Roślina powszechnie występująca w dolinie, kluczowa dla produktywności","Рослина, поширена в долині та має вирішальне значення для продуктивності","","False","ItFo_Plants_Seraphis_01_description_1","",""
"Content/Items/Food.d:559","Kolonii. Jej regenerujące działanie napędza więzienną siłę roboczą.","колонії. Її регенеративні властивості підживлюють робочу силу.","","False","ItFo_Plants_Seraphis_01_description_2","",""
"Content/Items/Food.d:567","Serafis","Серафіс","","False","ItFo_Plants_Seraphis_01.name","",""
"Content/Items/Food.d:596","Velais","Велаїс","","False","ItFo_Plants_Velayis_01.name","",""
"Content/Items/Food.d:622","Górski mech","Гірський мох","","False","ItFo_Plants_mountainmoos_01.name","",""
"Content/Items/Food.d:648","Mech nagrobny","Могильний мох","","False","ItFo_Plants_mountainmoos_02.name","",""
"Content/Items/Food.d:674","Psianka","Паслін","","False","ItFo_Plants_Nightshadow_01.name","",""
"Content/Items/Food.d:700","Kocianka","Місячна тінь","","False","ItFo_Plants_Nightshadow_02.name","",""
"Content/Items/Food.d:726","Orkowe ziele","Орочий лист","","False","ItFo_Plants_OrcHerb_01.name","",""
"Content/Items/Food.d:752","Liść dębu","Лист дуба","","False","ItFo_Plants_OrcHerb_02.name","",""
"Content/Items/Food.d:780","Piekielnik","Пекельник","","False","ItFo_Plants_mushroom_01.name","",""
"Content/Items/Food.d:806","Gorzki chleb","Рабський хліб","","False","ItFo_Plants_mushroom_02.name","",""
"Content/Items/Food.d:835","Zioła uzdrawiające","Цілющі трави","","False","ItFo_Plants_Herb_01.name","",""
"Content/Items/Food.d:862","Zioła uzdrawiające","Цілющі трави","","False","ItFo_Plants_Herb_02.name","",""
"Content/Items/Food.d:888","Zioła uzdrawiające","Цілющі трави","","False","ItFo_Plants_Herb_03.name","",""
"Content/Items/Food.d:915","Nasienie czerwonego buka","Насіння мідного бука","","False","ItFo_Plants_Bloodwood_01.name","",""
"Content/Items/Food.d:941","Nasienie wysokiego dębu","Насіння високого дуба","","False","ItFo_Plants_Towerwood_01.name","",""
"Content/Items/Food.d:968","Krucze ziele","Трава крука","","False","ItFo_Plants_RavenHerb_01.name","",""
"Content/Items/Food.d:994","Czarne ziele","Темна трава","","False","ItFo_Plants_RavenHerb_02.name","",""
"Content/Items/Food.d:1020","Twardzień","Кам'яний корінь","","False","ItFo_Plants_Stoneroot_01.name","",""
"Content/Items/Food.d:1046","Dragrot","Драконячий корінь","","False","ItFo_Plants_Stoneroot_02.name","",""
"Content/Items/Food.d:1074","Trolest","Вишня троля","","False","ItFo_Plants_Trollberrys_01.name","",""
"Content/Items/Melee_weapons.d:10","Towarzysz Kopacza. Ta prymitywna, lecz skuteczna broń jest odzwierciedleniem brutalnej prostoty życia w Kolonii.","Супутник копача. Його груба ефективність втілює жорстоку простоту життя колонії.","","False","ItMw_1H_Mace_Club_01_description","",""
"Content/Items/Melee_weapons.d:11","Towarzysz Kopacza. Ta prymitywna, lecz skuteczna broń","Супутник копача. Його груба ефективність","","False","ItMw_1H_Mace_Club_01_description_1","",""
"Content/Items/Melee_weapons.d:12","jest odzwierciedleniem brutalnej prostoty życia w Kolonii.","втілює жорстоку простоту життя колонії.","","False","ItMw_1H_Mace_Club_01_description_2","",""
"Content/Items/Melee_weapons.d:15","Pałka","Палиця","","False","ItMw_1H_Club_01.name","",""
"Content/Items/Melee_weapons.d:44","Pogrzebacz","Коцюба","","False","ItMw_1H_Poker_01.name","",""
"Content/Items/Melee_weapons.d:71","Sierp","Серп","","False","ItMw_1H_Sickle_01.name","",""
"Content/Items/Melee_weapons.d:97","Kilof","Кирка","","False","ItMw_2H_Axe_Pickaxe","",""
"Content/Items/Melee_weapons.d:98","Kilof to podstawowe narzędzie w Kolonii. Można nim wydobywać magiczną rudę, która jest główną walutą wykorzystywaną przez obozy. W doświadczonych rękach kilof może również posłużyć jako broń.","Найважливіший інструмент колонії, ця кирка видобуває магічну руду, яка визначає політику табору. В умілих руках це ще й непогана зброя.","","False","ItMw_2H_Axe_Pickaxe_description","",""
"Content/Items/Melee_weapons.d:99","Kilof to podstawowe narzędzie w Kolonii. Można nim wydobywać","Найважливіший інструмент колонії, ця кирка видобуває","","False","ItMw_2H_Axe_Pickaxe_description_1","",""
"Content/Items/Melee_weapons.d:100","magiczną rudę, która jest główną walutą wykorzystywaną przez obozy.","магічну руду, яка визначає політику табору.","","False","ItMw_2H_Axe_Pickaxe_description_2","",""
"Content/Items/Melee_weapons.d:101","W doświadczonych rękach kilof może również posłużyć jako broń.","В умілих руках це ще й непогана зброя.","","False","ItMw_2H_Axe_Pickaxe_description_3","",""
"Content/Items/Melee_weapons.d:135","Młot kowalski","Ковальський молот","","False","ItMw_1H_Sledgehammer_01.name","",""
"Content/Items/Melee_weapons.d:163","Pałka","Кийок","","False","ItMw_1H_Mace_Light_01.name","",""
"Content/Items/Melee_weapons.d:189","Siekiera","Бартка","","False","ItMw_1H_Hatchet_01.name","",""
"Content/Items/Melee_weapons.d:216","Zardzewiały miecz","Іржавий меч","","False","ItMw_1H_Sword_Old_01.name","",""
"Content/Items/Melee_weapons.d:243","Kij z gwoździem","Кийок із цвяхами","","False","ItMw_1H_Nailmace_01.name","",""
"Content/Items/Melee_weapons.d:272","Krótki miecz","Короткий меч","","False","ItMw_1H_Sword_Short_01.name","",""
"Content/Items/Melee_weapons.d:295","Prosty krótki miecz ze srebrną głowicą. Jego niewielki rozmiar sprawia, że świetnie sprawdza się w szybkiej walce na krótki dystans.","Простий короткий меч зі срібним руків'ям. Компактний розмір робить його ідеальним для швидкого, ближнього бою.","","False","ItMw_1H_Sword_Short_02_description","",""
"Content/Items/Melee_weapons.d:296","Prosty krótki miecz ze srebrną głowicą. Jego niewielki rozmiar sprawia,","Простий короткий меч зі срібним руків'ям. Компактний","","False","ItMw_1H_Sword_Short_02_description_1","",""
"Content/Items/Melee_weapons.d:297","że świetnie sprawdza się w szybkiej walce na krótki dystans.","розмір робить його ідеальним для швидкого, ближнього бою.","","False","ItMw_1H_Sword_Short_02_description_2","",""
"Content/Items/Melee_weapons.d:303","Chłopski miecz","Селянський меч","","False","ItMw_1H_Sword_Short_02.name","",""
"Content/Items/Melee_weapons.d:333","Język topielca","Укус топельця","","False","ItMw_1H_Sword_Short_03.name","",""
"Content/Items/Melee_weapons.d:360","Kłujący cierń","Колючий шип","","False","ItMw_1H_Sword_Short_04.name","",""
"Content/Items/Melee_weapons.d:387","Ząb Kopacza","Карник копачів","","False","ItMw_1H_Sword_Short_05.name","",""
"Content/Items/Melee_weapons.d:416","Wyszczerbiony topór","Зазубрена сокира","","False","ItMw_1H_Axe_Old_01.name","",""
"Content/Items/Melee_weapons.d:445","Siekacz","Різець","","False","ItMw_1H_Scythe_01.name","",""
"Content/Items/Melee_weapons.d:471","Kostur","Костур","","False","ItMw_2H_Staff_01.name","",""
"Content/Items/Melee_weapons.d:498","Laska sędziowska","Суддівський бердиш","","False","ItMw_2H_Staff_02.name","",""
"Content/Items/Melee_weapons.d:524","Laska kapłańska","Костур священника","","False","ItMw_2H_Staff_03.name","",""
"Content/Items/Melee_weapons.d:553","Lekki miecz Strażnika","Легкий меч вартівника","","False","ItMw_1H_LightGuardsSword_03.name","",""
"Content/Items/Melee_weapons.d:583","Maczuga","Булава","","False","ItMw_1H_Mace_01.name","",""
"Content/Items/Melee_weapons.d:609","Ćwiekowana maczuga","Шипаста булава","","False","ItMw_1H_Mace_02.name","",""
"Content/Items/Melee_weapons.d:631","Przerażająca maczuga z metalową głowicą obitą kolcami. Stworzona tak, by imitować śmiercionośne użądlenie krwiopijców żyjących na terenie Kolonii. Uwielbiana przez Szkodników. Jej charakterystyczny wygląd wzbudza strach.","Брутальна булава з металевою голівкою з шипами, що імітує смертоносне жало колонії кровососів. Улюблена зброя розбійників, її виразний дизайн наганяє страх.","","False","ItMw_1H_Mace_03_description","",""
"Content/Items/Melee_weapons.d:632","Przerażająca maczuga z metalową głowicą obitą kolcami. Stworzona tak,","Брутальна булава з металевою голівкою з шипами,","","False","ItMw_1H_Mace_03_description_1","",""
"Content/Items/Melee_weapons.d:633","by imitować śmiercionośne użądlenie krwiopijców żyjących na terenie Kolonii.","що імітує смертоносне жало колонії кровососів.","","False","ItMw_1H_Mace_03_description_2","",""
"Content/Items/Melee_weapons.d:635","Uwielbiana przez Szkodników. Jej charakterystyczny wygląd wzbudza strach.","Улюблена зброя розбійників, її виразний дизайн наганяє страх.","","False","ItMw_1H_Mace_03_description_3","",""
"Content/Items/Melee_weapons.d:643","Żądło krwiopijcy","Жало кровочміля","","False","ItMw_1H_Mace_03.name","",""
"Content/Items/Melee_weapons.d:672","Stalowy język","Сталевий язик","","False","ItMw_1H_Mace_04.name","",""
"Content/Items/Melee_weapons.d:693","Zwykły stalowy miecz z nieco zakrzywioną rękojeścią. Standardowe wyposażenie niższych rangą Strażników ze Starego Obozu.","Самый обычный стальной меч со слегка изогнутой рукоятью. Такими, как правило, пользуются рядовые стражники из Старого лагеря.","","False","ItMw_1H_Sword_01_description","",""
"Content/Items/Melee_weapons.d:695","Zwykły stalowy miecz z nieco zakrzywioną rękojeścią.","Самый обычный стальной меч со слегка изогнутой рукоятью.","","False","ItMw_1H_Sword_01_description_1","",""
"Content/Items/Melee_weapons.d:696","Standardowe wyposażenie niższych rangą Strażników ze Starego Obozu.","Такими, как правило, пользуются рядовые стражники из Старого лагеря.","","False","ItMw_1H_Sword_01_description_2","",""
"Content/Items/Melee_weapons.d:704","Niewykończony miecz","Незаточений меч","","False","ItMw_1H_Sword_01.name","",""
"Content/Items/Melee_weapons.d:735","Miecz sędziego","Суддівський меч","","False","ItMw_1H_Sword_02.name","",""
"Content/Items/Melee_weapons.d:762","Miecz Strażnika","Меч вартівника","","False","ItMw_1H_Sword_03.name","",""
"Content/Items/Melee_weapons.d:779","Dobrej jakości miecz z ozdobnym wzorem i ząbkowanym jelcem. Ze względu na swoją wszechstronność jest preferowany przez doświadczonych wojowników.","Якісний меч з гарним візерунком та зубчастим руків'ям. Завдяки універсальності, йому віддають перевагу досвідчені воїни.","","False","ItMw_1H_Sword_04_description","",""
"Content/Items/Melee_weapons.d:781","Dobrej jakości miecz z ozdobnym wzorem i ząbkowanym jelcem. Ze względu na","Якісний меч з гарним візерунком та зубчастим руків'ям.","","False","ItMw_1H_Sword_04_description_1","",""
"Content/Items/Melee_weapons.d:784","swoją wszechstronność jest preferowany przez doświadczonych wojowników.","Завдяки універсальності, йому віддають перевагу досвідчені воїни.","","False","ItMw_1H_Sword_04_description_2","",""
"Content/Items/Melee_weapons.d:793","Miecz bojowy","Бойовий меч","","False","ItMw_1H_Sword_04.name","",""
"Content/Items/Melee_weapons.d:821","Miecz wojenny","Військовий меч","","False","ItMw_1H_Sword_05.name","",""
"Content/Items/Melee_weapons.d:852","Morgensztern","Морґенштерн","","False","ItMw_1H_Mace_War_01.name","",""
"Content/Items/Melee_weapons.d:879","Żelazna maczuga","Залізна булава","","False","ItMw_1H_Mace_War_02.name","",""
"Content/Items/Melee_weapons.d:906","Łomotacz","Каменедробач","","False","ItMw_1H_Mace_War_03.name","",""
"Content/Items/Melee_weapons.d:933","Łamacz serc","Серцебійник","","False","ItMw_1H_Mace_War_04.name","",""
"Content/Items/Melee_weapons.d:962","Długi miecz","Довгий меч","","False","ItMw_1H_Sword_Long_01.name","",""
"Content/Items/Melee_weapons.d:989","Miecz Strachu","Меч страху","","False","ItMw_1H_Sword_Long_02.name","",""
"Content/Items/Melee_weapons.d:1015","Miecz Nienawiści","Меч ненависті","","False","ItMw_1H_Sword_Long_03.name","",""
"Content/Items/Melee_weapons.d:1042","Miecz Zwycięstwa","Меч перемоги","","False","ItMw_1H_Sword_Long_04.name","",""
"Content/Items/Melee_weapons.d:1070","Miecz Śmierci","Меч смерті","","False","ItMw_1H_Sword_Long_05.name","",""
"Content/Items/Melee_weapons.d:1097","Młot Orków","Молот орків","","False","ItMw_1H_Warhammer_01.name","",""
"Content/Items/Melee_weapons.d:1124","Młot wojenny","Бойовий молот","","False","ItMw_1H_Warhammer_02.name","",""
"Content/Items/Melee_weapons.d:1151","Boski młot","Молот богів","","False","ItMw_1H_Warhammer_03.name","",""
"Content/Items/Melee_weapons.d:1181","Topór","Сокира","","False","ItMw_1H_Axe_01.name","",""
"Content/Items/Melee_weapons.d:1208","Gruchotacz","Лускач черепів","","False","ItMw_1H_Axe_02.name","",""
"Content/Items/Melee_weapons.d:1235","Łamacz kości","Ломач кісток","","False","ItMw_1H_Axe_03.name","",""
"Content/Items/Melee_weapons.d:1264","Miecz szeroki","Широкий меч","","False","ItMw_1H_Sword_Broad_01.name","",""
"Content/Items/Melee_weapons.d:1291","Wyrok wojownika","Вирок воїна","","False","ItMw_1H_Sword_Broad_02.name","",""
"Content/Items/Melee_weapons.d:1318","Szept burzy","Шепіт грози","","False","ItMw_1H_Sword_Broad_03.name","",""
"Content/Items/Melee_weapons.d:1345","Ręka Strażnika","Рука вартівника","","False","ItMw_1H_Sword_Broad_04.name","",""
"Content/Items/Melee_weapons.d:1373","Zardzewiały miecz oburęczny","Іржавий дворучний меч","","False","ItMw_2H_Sword_Old_01.name","",""
"Content/Items/Melee_weapons.d:1402","Zardzewiały miecz półtoraręczny","Іржавий меч бастард","","False","ItMw_1H_Sword_Bastard_01.name","",""
"Content/Items/Melee_weapons.d:1430","Rzeźnik","М'ясник","","False","ItMw_1H_Sword_Bastard_02.name","",""
"Content/Items/Melee_weapons.d:1458","Kat","Кат","","False","ItMw_1H_Sword_Bastard_03.name","",""
"Content/Items/Melee_weapons.d:1484","Wrzask Berserkera","Крик берсеркера","","False","ItMw_1H_Sword_Bastard_04.name","",""
"Content/Items/Melee_weapons.d:1513","Stary topór bojowy","Стара бойова сокира","","False","ItMw_2H_Axe_Old_01.name","",""
"Content/Items/Melee_weapons.d:1540","Krwawy żniwiarz","Кривавий жнець","","False","ItMw_2H_Axe_Old_02.name","",""
"Content/Items/Melee_weapons.d:1567","Stary sędzia","Старий суддя","","False","ItMw_2H_Axe_Old_03.name","",""
