"location","source","target","id","fuzzy","context","translator_comments","developer_comments"
"System/MENU/Menu_Defines.d:187","opcje użytkownika#Orthodox Overdose|średnia jakość|wysoka jakość","opcje użytkownika#Orthodox Overdose|średnia jakość|wysoka jakość","","","MENUITEM_PERF_CHOICE_TEXT_0","",""
"System/MENU/menu_opt.d:19","USTAWIENIA","USTAWIENIA","","","MENUITEM_OPT_HEADING.text[0]","",""
"System/MENU/menu_opt.d:30","Różne ustawienia dotyczące gry.","Różne ustawienia dotyczące gry.","","","MENUITEM_OPT_GAME.text[1]","",""
"System/MENU/menu_opt.d:41","Szczegółowość obrazu i efekty specjalne.","Szczegółowość obrazu i efekty specjalne.","","","MENUITEM_OPT_GRAPHICS.text[1]","",""
"System/MENU/menu_opt.d:52","Karta graficzna, rozdzielczość i jasność.","Karta graficzna, rozdzielczość i jasność.","","","MENUITEM_OPT_VIDEO.text[1]","",""
"System/MENU/menu_opt.d:63","Muzyka, mowa i efekty dźwiękowe.","Muzyka, mowa i efekty dźwiękowe.","","","MENUITEM_OPT_AUDIO.text[1]","",""
"System/MENU/menu_opt.d:74","Ustawienia klawiatury.","Ustawienia klawiatury.","","","MENUITEM_OPT_CONTROLS.text[1]","",""
"System/MENU/menu_opt.d:85","Dostosowanie wydajności i jakości obrazu.","Dostosowanie wydajności i jakości obrazu.","","","MENUITEM_PERF.text[1]","",""
"System/MENU/menu_opt.d:119","USTAWIENIA GRY","USTAWIENIA GRY","","","MENUITEM_FAKE_OPT_HEADING_GAME.text[0]","",""
"System/MENU/menu_opt.d:128","USTAWIENIA GRAFICZNE","USTAWIENIA GRAFICZNE","","","MENUITEM_FAKE_OPT_HEADING_GRAPHICS.text[0]","",""
"System/MENU/menu_opt.d:137","USTAWIENIA OBRAZU","USTAWIENIA OBRAZU","","","MENUITEM_FAKE_OPT_HEADING_VIDEO.text[0]","",""
"System/MENU/menu_opt.d:146","USTAWIENIA DŹWIĘKU","USTAWIENIA DŹWIĘKU","","","MENUITEM_FAKE_OPT_HEADING_AUDIO.text[0]","",""
"System/MENU/menu_opt.d:155","USTAWIENIA KLAWIATURY","USTAWIENIA KLAWIATURY","","","MENUITEM_FAKE_OPT_HEADING_CONTROLS.text[0]","",""
"System/MENU/menu_opt_game.d:26","USTAWIENIA GRY","USTAWIENIA GRY","","","MENUITEM_GAME_HEADLINE.text[0]","",""
"System/MENU/menu_opt_game.d:36","Podpisy","Podpisy","","","MENUITEM_GAME_SUB_TITLES.text[0]","",""
"System/MENU/menu_opt_game.d:37","Wyświetlanie tekstów dialogów.","Wyświetlanie tekstów dialogów.","","","MENUITEM_GAME_SUB_TITLES.text[1]","",""
"System/MENU/menu_opt_game.d:61","Animowane okna","Animowane okna","","","MENUITEM_GAME_ANIMATE_WINDOWS.text[0]","",""
"System/MENU/menu_opt_game.d:62","Animowane okna dialogowe.","Animowane okna dialogowe.","","","MENUITEM_GAME_ANIMATE_WINDOWS.text[1]","",""
"System/MENU/menu_opt_game.d:86","Odwrócona kamera","Odwrócona kamera","","","MENUITEM_GAME_LOOKAROUND_INVERSE.text[0]","",""
"System/MENU/menu_opt_game.d:87","Odwrócone sterowanie kamerą.","Odwrócone sterowanie kamerą.","","","MENUITEM_GAME_LOOKAROUND_INVERSE.text[1]","",""
"System/MENU/menu_opt_game.d:111","Mysz","Mysz","","","MENUITEM_M.text[0]","",""
"System/MENU/menu_opt_game.d:112","Przełącza sterowanie kamerą za pomocą myszy.","Przełącza sterowanie kamerą za pomocą myszy.","","","MENUITEM_M.text[1]","",""
"System/MENU/menu_opt_game.d:136","Czułość myszy","Czułość myszy","","","MENUITEM_MSENSITIVITY.text[0]","",""
"System/MENU/menu_opt_game.d:163","Krew","Krew","","","MENUITEM_GAME_BLOOD.text[0]","",""
"System/MENU/menu_opt_game.d:164","Krew w trakcie gry.","Krew w trakcie gry.","","","MENUITEM_GAME_BLOOD.text[1]","",""
"System/MENU/menu_opt_game.d:176","brak|mało|więcej|dużo","brak|mało|więcej|dużo","","","MENUITEM_GAME_BLOOD_CHOICE.text[0]","",""
"System/MENU/menu_opt_graphics.d:23","USTAWIENIA GRAFICZNE","USTAWIENIA GRAFICZNE","","","MENUITEM_GRA_HEADLINE.text[0]","",""
"System/MENU/menu_opt_graphics.d:33","Tekstury","Tekstury","","","MENUITEM_GRA_TEXQUAL.text[0]","",""
"System/MENU/menu_opt_graphics.d:34","Szczegółowość tekstur.","Szczegółowość tekstur.","","","MENUITEM_GRA_TEXQUAL.text[1]","",""
"System/MENU/menu_opt_graphics.d:56","Modele","Modele","","","MENUITEM_GRA_MODEL_DETAIL.text[0]","",""
"System/MENU/menu_opt_graphics.d:57","Szczegółowość modeli 3D.","Szczegółowość modeli 3D.","","","MENUITEM_GRA_MODEL_DETAIL.text[1]","",""
"System/MENU/menu_opt_graphics.d:79","Widok","Widok","","","MENUITEM_GRA_SIGHT.text[0]","",""
"System/MENU/menu_opt_graphics.d:80","Zasięg generowania obrazu.","Zasięg generowania obrazu.","","","MENUITEM_GRA_SIGHT.text[1]","",""
"System/MENU/menu_opt_graphics.d:102","Niebo","Niebo","","","MENUITEM_GRA_SKY_EFFECTS.text[0]","",""
"System/MENU/menu_opt_graphics.d:103","Specjalne efekty nieba.","Specjalne efekty nieba.","","","MENUITEM_GRA_SKY_EFFECTS.text[1]","",""
"System/MENU/menu_opt_video.d:25","USTAWIENIA OBRAZU","USTAWIENIA OBRAZU","","","MENUITEM_VID_HEADLINE.text[0]","",""
"System/MENU/menu_opt_video.d:35","Karta graf.","Karta graf.","","","MENUITEM_VID_DEVICE.text[0]","",""
"System/MENU/menu_opt_video.d:36","Zmiany uaktywnią się po ponownym uruchomieniu!","Zmiany uaktywnią się po ponownym uruchomieniu!","","","MENUITEM_VID_DEVICE.text[1]","",""
"System/MENU/menu_opt_video.d:61","Rozdzielczość","Rozdzielczość","","","MENUITEM_VID_RESOLUTION.text[0]","",""
"System/MENU/menu_opt_video.d:62","Potwierdź wybór naciskając ENTER.","Potwierdź wybór naciskając ENTER.","","","MENUITEM_VID_RESOLUTION.text[1]","",""
"System/MENU/menu_opt_video.d:87","Jasność","Jasność","","","MENUITEM_VID_BRIGHTNESS.text[0]","",""
"System/MENU/menu_opt_video.d:88","Jasność","Jasność","","","MENUITEM_VID_BRIGHTNESS.text[1]","",""
"System/MENU/menu_opt_video.d:109","Kontrast","Kontrast","","","MENUITEM_VID_CONTRAST.text[0]","",""
"System/MENU/menu_opt_video.d:110","Kontrast","Kontrast","","","MENUITEM_VID_CONTRAST.text[1]","",""
"System/MENU/menu_opt_video.d:131","Gamma","Gamma","","","MENUITEM_VID_GAMMA.text[0]","",""
"System/MENU/menu_opt_video.d:132","Gamma","Gamma","","","MENUITEM_VID_GAMMA.text[1]","",""
"System/MENU/menu_opt_audio.d:30","USTAWIENIA DŹWIĘKU","USTAWIENIA DŹWIĘKU","","","MENUITEM_AUDIO_HEADLINE.text[0]","",""
"System/MENU/menu_opt_audio.d:40","Efekty i mowa","Efekty i mowa","","","MENUITEM_AUDIO_SFXVOL.text[0]","",""
"System/MENU/menu_opt_audio.d:41","Głośność efektów dźwiękowych i mowy.","Głośność efektów dźwiękowych i mowy.","","","MENUITEM_AUDIO_SFXVOL.text[1]","",""
"System/MENU/menu_opt_audio.d:62","Głośność muzyki","Głośność muzyki","","","MENUITEM_AUDIO_MUSICVOL.text[0]","",""
"System/MENU/menu_opt_audio.d:63","Głośność muzyki w tle.","Głośność muzyki w tle.","","","MENUITEM_AUDIO_MUSICVOL.text[1]","",""
"System/MENU/menu_opt_audio.d:84","Muzyka","Muzyka","","","MENUITEM_AUDIO_MUSIC.text[0]","",""
"System/MENU/menu_opt_audio.d:85","Włącza/wyłącza muzykę w tle.","Włącza/wyłącza muzykę w tle.","","","MENUITEM_AUDIO_MUSIC.text[1]","",""
"System/MENU/menu_opt_audio.d:107","Źródło dźwięku","Źródło dźwięku","","","MENUITEM_AUDIO_PROVIDER.text[0]","",""
"System/MENU/menu_opt_audio.d:108","Zmiany uaktywnią się po ponownym uruchomieniu!","Zmiany uaktywnią się po ponownym uruchomieniu!","","","MENUITEM_AUDIO_PROVIDER.text[1]","",""
"System/MENU/menu_opt_audio.d:132","Głośniki","Głośniki","","","MENUITEM_AUDIO_SPEEKER.text[0]","",""
"System/MENU/menu_opt_audio.d:142","2 głośniki|Słuchawki|Surround|4 głośniki","2 głośniki|Słuchawki|Surround|4 głośniki","","","MENUITEM_AUDIO_SPEEKER_CHOICE.text[0]","",""
"System/MENU/menu_opt_audio.d:155","Pogłos","Pogłos","","","MENUITEM_AUDIO_REVERB.text[0]","",""
"System/MENU/menu_opt_audio.d:155","Włącza pogłos w jaskiniach (wymaga ponownego uruchomienia).","Włącza pogłos w jaskiniach (wymaga ponownego uruchomienia).","","","MENUITEM_AUDIO_REVERB.text[1]","",""
"System/MENU/menu_opt_audio.d:166","wł.|wył.","wł.|wył.","","","MENUITEM_AUDIO_REVERB_CHOICE.text[0]","",""
"System/MENU/menu_opt_audio.d:178","Próbkowanie","Próbkowanie","","","MENUITEM_AUDIO_SAMPLERATE.text[0]","",""
"System/MENU/menu_opt_audio.d:178","Zmiany uaktywnią się po ponownym uruchomieniu!","Zmiany uaktywnią się po ponownym uruchomieniu!","","","MENUITEM_AUDIO_SAMPLERATE.text[1]","",""
"System/MENU/menu_opt_audio.d:189","22 khz|44 khz","22 khz|44 khz","","","MENUITEM_AUDIO_SAMPLERATE_CHOICE.text[0]","",""
"System/MENU/menu_opt_controls.d:63","USTAWIENIA KLAWIATURY","USTAWIENIA KLAWIATURY","","","MENU_ITEM_CHG_KEYS_HEADLINE.text[0]","",""
"System/MENU/menu_opt_controls.d:72","Do przodu","Do przodu","","","MENU_ITEM_KEY_UP.text[0]","",""
"System/MENU/menu_opt_controls.d:84","Do tyłu","Do tyłu","","","MENU_ITEM_KEY_DOWN.text[0]","",""
"System/MENU/menu_opt_controls.d:96","Obrót w lewo","Obrót w lewo","","","MENU_ITEM_KEY_LEFT.text[0]","",""
"System/MENU/menu_opt_controls.d:108","Obrót w prawo","Obrót w prawo","","","MENU_ITEM_KEY_RIGHT.text[0]","",""
"System/MENU/menu_opt_controls.d:120","Krok w lewo","Krok w lewo","","","MENU_ITEM_KEY_STRAFE_LEFT.text[0]","",""
"System/MENU/menu_opt_controls.d:132","Krok w prawo","Krok w prawo","","","MENU_ITEM_KEY_STRAFE_RIGHT.text[0]","",""
"System/MENU/menu_opt_controls.d:144","Broń","Broń","","","MENU_ITEM_KEY_WEAPON.text[0]","",""
"System/MENU/menu_opt_controls.d:156","Działanie","Działanie","","","MENU_ITEM_KEY_ACTION.text[0]","",""
"System/MENU/menu_opt_controls.d:168","Skok/Odejście","Skok/Odejście","","","MENU_ITEM_KEY_JUMPCLIMBSTRAFE.text[0]","",""
"System/MENU/menu_opt_controls.d:180","Bieg","Bieg","","","MENU_ITEM_KEY_RUNMODETOGGLE.text[0]","",""
"System/MENU/menu_opt_controls.d:192","Skradanie się","Skradanie się","","","MENU_ITEM_KEY_SNEAK.text[0]","",""
"System/MENU/menu_opt_controls.d:204","Rozglądanie się","Rozglądanie się","","","MENU_ITEM_KEY_LOOK.text[0]","",""
"System/MENU/menu_opt_controls.d:216","Widok z oczu postaci","Widok z oczu postaci","","","MENU_ITEM_KEY_LOOK_FP.text[0]","",""
"System/MENU/menu_opt_controls.d:228","Ekwipunek","Ekwipunek","","","MENU_ITEM_KEY_INVENTORY.text[0]","",""
"System/MENU/menu_opt_controls.d:240","Współczynniki","Współczynniki","","","MENU_ITEM_KEY_SCREEN_STATUS.text[0]","",""
"System/MENU/menu_opt_controls.d:252","Notatki i zadania","Notatki i zadania","","","MENU_ITEM_KEY_SCREEN_LOG.text[0]","",""
"System/MENU/menu_opt_controls.d:504","Domyślne ustawienia","Domyślne ustawienia","","","MENU_ITEM_CHG_KEYS_SET_DEFAULT.text[0]","",""
"System/MENU/menu_opt_controls.d:505","Przywraca domyślne ustawienia klawiatury.","Przywraca domyślne ustawienia klawiatury.","","","MENU_ITEM_CHG_KEYS_SET_DEFAULT.text[1]","",""
"System/MENU/menu_opt_controls.d:517","Alternatywne ustawienia","Alternatywne ustawienia","","","MENU_ITEM_CHG_KEYS_SET_ALTERNATIVE.text[0]","",""
"System/MENU/menu_opt_controls.d:518","Uaktywnia alternatywne ustawienia klawiatury.","Uaktywnia alternatywne ustawienia klawiatury.","","","MENU_ITEM_CHG_KEYS_SET_ALTERNATIVE.text[1]","",""
"System/MENU/menu_misc.d:17","ZAMKNIJ GRĘ","ZAMKNIJ GRĘ","","","MENUITEM_LEAVE_GAME_HEADLINE.text[0]","",""
"System/MENU/Menu_SaveGame.d:82","WCZYTAJ GRĘ","WCZYTAJ GRĘ","","","MENUITEM_LOAD_HEADLINE.text[0]","",""
"System/MENU/Menu_SaveGame.d:92","ZAPISZ GRĘ","ZAPISZ GRĘ","","","MENUITEM_SAVE_HEADLINE.text[0]","",""
"System/MENU/menu_log.d:34","Bieżące\nMisje","Bieżące\nMisje","","","MENU_ITEM_SEL_MISSIONS_ACT.text[0]","",""
"System/MENU/menu_log.d:47","Zakończone\nMisje","Zakończone\nMisje","","","MENU_ITEM_SEL_MISSIONS_OLD.text[0]","",""
"System/MENU/menu_log.d:60","Niezaliczone\nMisje","Niezaliczone\nMisje","","","MENU_ITEM_SEL_MISSIONS_FAILED.text[0]","",""
"System/MENU/menu_log.d:73","Informacje\nogólne","Informacje\nogólne","","","MENU_ITEM_SEL_LOG.text[0]","",""
"System/MENU/menu_log.d:87","Act Missions","Act Missions","","","MENU_ITEM_LIST_MISSIONS_ACT.text[0]","",""
"System/MENU/menu_log.d:104","Old Missions","Old Missions","","","MENU_ITEM_LIST_MISSIONS_FAILED.text[0]","",""
"System/MENU/menu_log.d:121","Failed Missions","Failed Missions","","","MENU_ITEM_LIST_MISSIONS_OLD.text[0]","",""
"System/MENU/menu_log.d:138","Log","Log","","","MENU_ITEM_LIST_LOG.text[0]","",""
"System/MENU/menu_log.d:154","no content","no content","","","MENU_ITEM_CONTENT_VIEWER.text[0]","",""
"System/MENU/menu_log.d:169","Dzień","Dzień","","","MENU_ITEM_DAY_TITLE.text[0]","",""
"System/MENU/menu_log.d:178","Czas:","Czas:","","","MENU_ITEM_TIME_TITLE.text[0]","",""
"System/MENU/menu_status.d:91","Nyras","Nyras","","","MENU_ITEM_PLAYERGUILD_TITLE.text[0]","",""
"System/MENU/menu_status.d:112","Poziom","Poziom","","","MENU_ITEM_LEVEL_TITLE.text[0]","",""
"System/MENU/menu_status.d:121","Doświadczenie","Doświadczenie","","","MENU_ITEM_EXP_TITLE.text[0]","",""
"System/MENU/menu_status.d:130","Następny poz.","Następny poz.","","","MENU_ITEM_LEVEL_NEXT_TITLE.text[0]","",""
"System/MENU/menu_status.d:139","Punkty nauki","Punkty nauki","","","MENU_ITEM_LEARN_TITLE.text[0]","",""
"System/MENU/menu_status.d:180","ATRYBUTY","ATRYBUTY","","","MENU_ITEM_ATTRIBUTE_HEADING.text[0]","",""
"System/MENU/menu_status.d:189","Siła","Siła","","","MENU_ITEM_ATTRIBUTE_1_TITLE.text[0]","",""
"System/MENU/menu_status.d:198","Zręczność","Zręczność","","","MENU_ITEM_ATTRIBUTE_2_TITLE.text[0]","",""
"System/MENU/menu_status.d:207","Mana","Mana","","","MENU_ITEM_ATTRIBUTE_3_TITLE.text[0]","",""
"System/MENU/menu_status.d:216","Życie","Życie","","","MENU_ITEM_ATTRIBUTE_4_TITLE.text[0]","",""
"System/MENU/menu_status.d:255","OCHRONA","OCHRONA","","","MENU_ITEM_ARMOR_HEADING.text[0]","",""
"System/MENU/menu_status.d:264","przed bronią","przed bronią","","","MENU_ITEM_ARMOR_1_TITLE.text[0]","",""
"System/MENU/menu_status.d:273","przed strzałami","przed strzałami","","","MENU_ITEM_ARMOR_2_TITLE.text[0]","",""
"System/MENU/menu_status.d:282","przed ogniem","przed ogniem","","","MENU_ITEM_ARMOR_3_TITLE.text[0]","",""
"System/MENU/menu_status.d:291","przed magią","przed magią","","","MENU_ITEM_ARMOR_4_TITLE.text[0]","",""
"System/MENU/menu_status.d:332","UMIEJ. WALKI / TRAF. KRYTYCZNE","UMIEJ. WALKI / TRAF. KRYTYCZNE","","","MENU_ITEM_TALENTS_WEAPON_HEADING.text[0]","",""
"System/MENU/menu_status.d:341","UMIEJ. ZŁODZIEJSKIE / SZANSA PORAŻKI","UMIEJ. ZŁODZIEJSKIE / SZANSA PORAŻKI","","","MENU_ITEM_TALENTS_THIEF_HEADING.text[0]","",""
"System/MENU/menu_status.d:350","UMIEJ. SPECJALNE","UMIEJ. SPECJALNE","","","MENU_ITEM_TALENTS_SPECIAL_HEADING.text[0]","",""
