"location","source","target","id","fuzzy","context","translator_comments","developer_comments"
"System/MENU/menu_opt.d:63","Muzyka, mowa i efekty dźwiękowe.","Hudba, jazyk a zvukové efekty.","","False","MENUITEM_OPT_AUDIO.text[1]","",""
"System/MENU/menu_opt.d:74","Ustawienia klawiatury.","Nastavení klávesnice.","","False","MENUITEM_OPT_CONTROLS.text[1]","",""
"System/MENU/menu_opt.d:85","Dostosowanie wydajności i jakości obrazu.","Nastavení výkonu a kvality obrazu.","","False","MENUITEM_PERF.text[1]","",""
"System/MENU/menu_opt.d:119","USTAWIENIA GRY","NASTAVENÍ HRY","","False","MENUITEM_FAKE_OPT_HEADING_GAME.text[0]","",""
"System/MENU/menu_opt.d:128","USTAWIENIA GRAFICZNE","NASTAVENÍ OBRAZU","","False","MENUITEM_FAKE_OPT_HEADING_GRAPHICS.text[0]","",""
"System/MENU/menu_opt.d:137","USTAWIENIA OBRAZU","NASTAVENÍ VIDEA","","False","MENUITEM_FAKE_OPT_HEADING_VIDEO.text[0]","",""
"System/MENU/menu_opt.d:146","USTAWIENIA DŹWIĘKU","NASTAVENÍ ZVUKU","","False","MENUITEM_FAKE_OPT_HEADING_AUDIO.text[0]","",""
"System/MENU/menu_opt.d:155","USTAWIENIA KLAWIATURY","NASTAVENÍ KLÁVESNICE","","False","MENUITEM_FAKE_OPT_HEADING_CONTROLS.text[0]","",""
"System/MENU/menu_opt_game.d:26","USTAWIENIA GRY","NASTAVENÍ HRY","","False","MENUITEM_GAME_HEADLINE.text[0]","",""
"System/MENU/menu_opt_game.d:36","Podpisy","Titulky","","False","MENUITEM_GAME_SUB_TITLES.text[0]","",""
"System/MENU/menu_opt_game.d:37","Wyświetlanie tekstów dialogów.","Zapnutí/vypnutí zobrazení textu během dialogových oken.","","False","MENUITEM_GAME_SUB_TITLES.text[1]","",""
"System/MENU/menu_opt_game.d:61","Animowane okna","Animované dialogy","","False","MENUITEM_GAME_ANIMATE_WINDOWS.text[0]","",""
"System/MENU/menu_opt_game.d:62","Animowane okna dialogowe.","Animovaná dialogová okna.","","False","MENUITEM_GAME_ANIMATE_WINDOWS.text[1]","",""
"System/MENU/menu_opt_game.d:86","Odwrócona kamera","Převrátit kameru","","False","MENUITEM_GAME_LOOKAROUND_INVERSE.text[0]","",""
"System/MENU/menu_opt_game.d:87","Odwrócone sterowanie kamerą.","Obrácené ovládání kamery.","","False","MENUITEM_GAME_LOOKAROUND_INVERSE.text[1]","",""
"System/MENU/menu_opt_game.d:111","Mysz","Myš","","False","MENUITEM_M.text[0]","",""
"System/MENU/menu_opt_game.d:112","Przełącza sterowanie kamerą za pomocą myszy.","Přepne ovládání kamery pomocí myši.","","False","MENUITEM_M.text[1]","",""
"System/MENU/menu_opt_game.d:136","Czułość myszy","Citlivost myši","","False","MENUITEM_MSENSITIVITY.text[0]","",""
"System/MENU/menu_opt_game.d:163","Krew","Krev","","False","MENUITEM_GAME_BLOOD.text[0]","",""
"System/MENU/menu_opt_game.d:164","Krew w trakcie gry.","Množství krve.","","False","MENUITEM_GAME_BLOOD.text[1]","",""
"System/MENU/menu_opt_game.d:176","brak|mało|więcej|dużo","žádná|málo|více|hodně","","False","MENUITEM_GAME_BLOOD_CHOICE.text[0]","",""
"System/MENU/menu_opt_graphics.d:23","USTAWIENIA GRAFICZNE","NASTAVENÍ OBRAZU","","False","MENUITEM_GRA_HEADLINE.text[0]","",""
"System/MENU/menu_opt_graphics.d:33","Tekstury","Detaily textur","","False","MENUITEM_GRA_TEXQUAL.text[0]","",""
"System/MENU/menu_opt_graphics.d:34","Szczegółowość tekstur.","Vyberte úroveň detailu textury.","","False","MENUITEM_GRA_TEXQUAL.text[1]","",""
"System/MENU/menu_opt_graphics.d:56","Modele","Detail modelu","","False","MENUITEM_GRA_MODEL_DETAIL.text[0]","",""
"System/MENU/menu_opt_graphics.d:57","Szczegółowość modeli 3D.","Vyberte úroveň detailu modelu.","","False","MENUITEM_GRA_MODEL_DETAIL.text[1]","",""
"System/MENU/menu_opt_graphics.d:79","Widok","Viditelnost","","False","MENUITEM_GRA_SIGHT.text[0]","",""
"System/MENU/menu_opt_graphics.d:80","Zasięg generowania obrazu.","Zvolte rozsah viditelnosti v procentech.","","False","MENUITEM_GRA_SIGHT.text[1]","",""
"System/MENU/menu_opt_graphics.d:102","Niebo","Efekty oblohy","","False","MENUITEM_GRA_SKY_EFFECTS.text[0]","",""
"System/MENU/menu_opt_graphics.d:103","Specjalne efekty nieba.","Zapnutí/vypnutí efektů oblohy.","","False","MENUITEM_GRA_SKY_EFFECTS.text[1]","",""
"System/MENU/menu_opt_video.d:25","USTAWIENIA OBRAZU","NASTAVENÍ VIDEA","","False","MENUITEM_VID_HEADLINE.text[0]","",""
"System/MENU/menu_opt_video.d:35","Karta graf.","Graf. karta","","False","MENUITEM_VID_DEVICE.text[0]","",""
"System/MENU/menu_opt_video.d:36","Zmiany uaktywnią się po ponownym uruchomieniu!","Změny se aktivují po restartu!","","False","MENUITEM_VID_DEVICE.text[1]","",""
"System/MENU/menu_opt_video.d:61","Rozdzielczość","Rozlišení","","False","MENUITEM_VID_RESOLUTION.text[0]","",""
"System/MENU/menu_opt_video.d:62","Potwierdź wybór naciskając ENTER.","Výběr potvrďte stisknutím tlačítka ENTER.","","False","MENUITEM_VID_RESOLUTION.text[1]","",""
"System/MENU/menu_opt_video.d:87","Jasność","Jas","","False","MENUITEM_VID_BRIGHTNESS.text[0]","",""
"System/MENU/menu_opt_video.d:88","Jasność","Jas","","False","MENUITEM_VID_BRIGHTNESS.text[1]","",""
"System/MENU/menu_opt_video.d:109","Kontrast","Kontrast","","False","MENUITEM_VID_CONTRAST.text[0]","",""
"System/MENU/menu_opt_video.d:110","Kontrast","Kontrast","","False","MENUITEM_VID_CONTRAST.text[1]","",""
"System/MENU/menu_opt_video.d:131","Gamma","Gamma","","False","MENUITEM_VID_GAMMA.text[0]","",""
"System/MENU/menu_opt_video.d:132","Gamma","Gamma","","False","MENUITEM_VID_GAMMA.text[1]","",""
"System/MENU/menu_opt_audio.d:30","USTAWIENIA DŹWIĘKU","NASTAVENÍ ZVUKU","","False","MENUITEM_AUDIO_HEADLINE.text[0]","",""
"System/MENU/menu_opt_audio.d:40","Efekty i mowa","Efekty a řeč","","False","MENUITEM_AUDIO_SFXVOL.text[0]","",""
"System/MENU/menu_opt_audio.d:41","Głośność efektów dźwiękowych i mowy.","Zvukové efekty a hlasitost řeči.","","False","MENUITEM_AUDIO_SFXVOL.text[1]","",""
"System/MENU/menu_opt_audio.d:62","Głośność muzyki","Hlasitost hudby","","False","MENUITEM_AUDIO_MUSICVOL.text[0]","",""
"System/MENU/menu_opt_audio.d:63","Głośność muzyki w tle.","Hlasitost hudby na pozadí.","","False","MENUITEM_AUDIO_MUSICVOL.text[1]","",""
"System/MENU/menu_opt_audio.d:84","Muzyka","Hudba","","False","MENUITEM_AUDIO_MUSIC.text[0]","",""
"System/MENU/menu_opt_audio.d:85","Włącza/wyłącza muzykę w tle.","Zapnutí/vypnutí hudby na pozadí.","","False","MENUITEM_AUDIO_MUSIC.text[1]","",""
"System/MENU/menu_opt_audio.d:107","Źródło dźwięku","Výstup zvuku","","False","MENUITEM_AUDIO_PROVIDER.text[0]","",""
"System/MENU/menu_opt_audio.d:108","Zmiany uaktywnią się po ponownym uruchomieniu!","Změny se aktivují po restartu!","","False","MENUITEM_AUDIO_PROVIDER.text[1]","",""
"System/MENU/menu_opt_audio.d:132","Głośniki","Reproduktory","","False","MENUITEM_AUDIO_SPEEKER.text[0]","",""
"System/MENU/menu_opt_audio.d:142","2 głośniki|Słuchawki|Surround|4 głośniki","2 reproduktory|sluchátka|surround|4 reproduktory","","False","MENUITEM_AUDIO_SPEEKER_CHOICE.text[0]","",""
"System/MENU/menu_opt_audio.d:155","Pogłos","Efekty dozvuku","","False","MENUITEM_AUDIO_REVERB.text[0]","",""
"System/MENU/menu_opt_audio.d:155","Włącza pogłos w jaskiniach (wymaga ponownego uruchomienia).","Efekty dozvuku prostředí v jeskyních apod.","","False","MENUITEM_AUDIO_REVERB.text[1]","",""
"System/MENU/menu_opt_audio.d:166","wł.|wył.","zap|vyp","","False","MENUITEM_AUDIO_REVERB_CHOICE.text[0]","",""
"System/MENU/menu_opt_audio.d:178","Próbkowanie","Vzork. frekvence","","False","MENUITEM_AUDIO_SAMPLERATE.text[0]","",""
"System/MENU/menu_opt_audio.d:178","Zmiany uaktywnią się po ponownym uruchomieniu!","Změny se aktivují po restartu!","","False","MENUITEM_AUDIO_SAMPLERATE.text[1]","",""
"System/MENU/menu_opt_audio.d:189","22 khz|44 khz","22 kHz|44 kHz","","False","MENUITEM_AUDIO_SAMPLERATE_CHOICE.text[0]","",""
"System/MENU/menu_opt_controls.d:63","USTAWIENIA KLAWIATURY","NASTAVENÍ KLÁVESNICE","","False","MENU_ITEM_CHG_KEYS_HEADLINE.text[0]","",""
"System/MENU/menu_opt_controls.d:72","Do przodu","Dopředu","","False","MENU_ITEM_KEY_UP.text[0]","",""
"System/MENU/menu_opt_controls.d:84","Do tyłu","Dozadu","","False","MENU_ITEM_KEY_DOWN.text[0]","",""
"System/MENU/menu_opt_controls.d:96","Obrót w lewo","Doleva","","False","MENU_ITEM_KEY_LEFT.text[0]","",""
"System/MENU/menu_opt_controls.d:108","Obrót w prawo","Doprava","","False","MENU_ITEM_KEY_RIGHT.text[0]","",""
"System/MENU/menu_opt_controls.d:120","Krok w lewo","Pohyb doleva","","False","MENU_ITEM_KEY_STRAFE_LEFT.text[0]","",""
"System/MENU/menu_opt_controls.d:132","Krok w prawo","Pohyb doprava","","False","MENU_ITEM_KEY_STRAFE_RIGHT.text[0]","",""
"System/MENU/menu_opt_controls.d:144","Broń","Zbraně","","False","MENU_ITEM_KEY_WEAPON.text[0]","",""
"System/MENU/menu_opt_controls.d:156","Działanie","Akce","","False","MENU_ITEM_KEY_ACTION.text[0]","",""
"System/MENU/menu_opt_controls.d:168","Skok/Odejście","Skok","","False","MENU_ITEM_KEY_JUMPCLIMBSTRAFE.text[0]","",""
"System/MENU/menu_opt_controls.d:180","Bieg","Běh","","False","MENU_ITEM_KEY_RUNMODETOGGLE.text[0]","",""
"System/MENU/menu_opt_controls.d:192","Skradanie się","Plížení","","False","MENU_ITEM_KEY_SNEAK.text[0]","",""
"System/MENU/menu_opt_controls.d:204","Rozglądanie się","Rozhlédnout se kolem sebe","","False","MENU_ITEM_KEY_LOOK.text[0]","",""
"System/MENU/menu_opt_controls.d:216","Widok z oczu postaci","První osoba","","False","MENU_ITEM_KEY_LOOK_FP.text[0]","",""
"System/MENU/menu_opt_controls.d:228","Ekwipunek","Vybavení","","False","MENU_ITEM_KEY_INVENTORY.text[0]","",""
"System/MENU/menu_opt_controls.d:240","Współczynniki","Status","","False","MENU_ITEM_KEY_SCREEN_STATUS.text[0]","",""
"System/MENU/menu_opt_controls.d:252","Notatki i zadania","Mise a poznámky","","False","MENU_ITEM_KEY_SCREEN_LOG.text[0]","",""
"System/MENU/menu_opt_controls.d:504","Domyślne ustawienia","Výchozí nastavení","","False","MENU_ITEM_CHG_KEYS_SET_DEFAULT.text[0]","",""
"System/MENU/menu_opt_controls.d:505","Przywraca domyślne ustawienia klawiatury.","Obnoví výchozí nastavení klávesnice.","","False","MENU_ITEM_CHG_KEYS_SET_DEFAULT.text[1]","",""
"System/MENU/menu_opt_controls.d:517","Alternatywne ustawienia","Alternativní nastavení","","False","MENU_ITEM_CHG_KEYS_SET_ALTERNATIVE.text[0]","",""
"System/MENU/menu_opt_controls.d:518","Uaktywnia alternatywne ustawienia klawiatury.","Aktivuje alternativní nastavení klávesnice.","","False","MENU_ITEM_CHG_KEYS_SET_ALTERNATIVE.text[1]","",""
"System/MENU/menu_misc.d:17","ZAMKNIJ GRĘ","UKONČIT HRU","","False","MENUITEM_LEAVE_GAME_HEADLINE.text[0]","",""
"System/MENU/Menu_SaveGame.d:82","WCZYTAJ GRĘ","NAČÍST HRU","","False","MENUITEM_LOAD_HEADLINE.text[0]","",""
"System/MENU/Menu_SaveGame.d:92","ZAPISZ GRĘ","ULOŽIT HRU","","False","MENUITEM_SAVE_HEADLINE.text[0]","",""
"System/MENU/menu_log.d:34","Bieżące\nMisje","Aktuální\núkoly","","False","MENU_ITEM_SEL_MISSIONS_ACT.text[0]","",""
"System/MENU/menu_log.d:47","Zakończone\nMisje","Dokončené\núkoly","","False","MENU_ITEM_SEL_MISSIONS_OLD.text[0]","",""
"System/MENU/menu_log.d:60","Niezaliczone\nMisje","Neúspěšné\núkoly","","False","MENU_ITEM_SEL_MISSIONS_FAILED.text[0]","",""
"System/MENU/menu_log.d:73","Informacje\nogólne","Všeobecné\ninformace","","False","MENU_ITEM_SEL_LOG.text[0]","",""
"System/MENU/menu_log.d:87","Act Missions","Rozehrané mise","","False","MENU_ITEM_LIST_MISSIONS_ACT.text[0]","",""
"System/MENU/menu_log.d:104","Old Missions","Dokončené mise","","False","MENU_ITEM_LIST_MISSIONS_FAILED.text[0]","",""
"System/MENU/menu_log.d:121","Failed Missions","Nedokončené mise","","False","MENU_ITEM_LIST_MISSIONS_OLD.text[0]","",""
"System/MENU/menu_log.d:138","Log","Deník","","False","MENU_ITEM_LIST_LOG.text[0]","",""
"System/MENU/menu_log.d:154","no content","prázdné","","False","MENU_ITEM_CONTENT_VIEWER.text[0]","",""
"System/MENU/menu_status.d:91","Nyras","Nyras","","False","MENU_ITEM_PLAYERGUILD_TITLE.text[0]","",""
"System/MENU/menu_status.d:112","Poziom","-","","False","MENU_ITEM_LEVEL_TITLE.text[0]","",""
"System/MENU/menu_status.d:121","Doświadczenie","Zkušenosti","","False","MENU_ITEM_EXP_TITLE.text[0]","",""
"System/MENU/menu_status.d:130","Następny poz.","Další úroveň","","False","MENU_ITEM_LEVEL_NEXT_TITLE.text[0]","",""
"System/MENU/menu_status.d:139","Punkty nauki","Vědomost. body","","False","MENU_ITEM_LEARN_TITLE.text[0]","",""
"System/MENU/menu_status.d:180","ATRYBUTY","ATRIBUTY","","False","MENU_ITEM_ATTRIBUTE_HEADING.text[0]","",""
"System/MENU/menu_status.d:189","Siła","Síla","","False","MENU_ITEM_ATTRIBUTE_1_TITLE.text[0]","",""
"System/MENU/menu_status.d:198","Zręczność","Obratnost","","False","MENU_ITEM_ATTRIBUTE_2_TITLE.text[0]","",""
"System/MENU/menu_status.d:207","Mana","Mana","","False","MENU_ITEM_ATTRIBUTE_3_TITLE.text[0]","",""
"System/MENU/menu_status.d:216","Życie","Zdraví","","False","MENU_ITEM_ATTRIBUTE_4_TITLE.text[0]","",""
"System/MENU/menu_status.d:255","OCHRONA","OBRANA","","False","MENU_ITEM_ARMOR_HEADING.text[0]","",""
"System/MENU/menu_status.d:264","przed bronią","proti zbraním","","False","MENU_ITEM_ARMOR_1_TITLE.text[0]","",""
"System/MENU/menu_status.d:273","przed strzałami","proti šípům","","False","MENU_ITEM_ARMOR_2_TITLE.text[0]","",""
"System/MENU/menu_status.d:282","przed ogniem","proti ohni","","False","MENU_ITEM_ARMOR_3_TITLE.text[0]","",""
"System/MENU/menu_status.d:291","przed magią","proti magii","","False","MENU_ITEM_ARMOR_4_TITLE.text[0]","",""
"System/MENU/menu_status.d:332","UMIEJ. WALKI / TRAF. KRYTYCZNE","BOJOVÉ DOVEDNOSTI / KRITICKÝ ÚDER","","False","MENU_ITEM_TALENTS_WEAPON_HEADING.text[0]","",""
"System/MENU/menu_status.d:341","UMIEJ. ZŁODZIEJSKIE / SZANSA PORAŻKI","ZLODĚJ. DOVEDNOSTI / MOŽNOST PŘISTIŽENÍ","","False","MENU_ITEM_TALENTS_THIEF_HEADING.text[0]","",""
"System/MENU/menu_status.d:350","UMIEJ. SPECJALNE","ZVLÁŠTNÍ DOVEDNOSTI","","False","MENU_ITEM_TALENTS_SPECIAL_HEADING.text[0]","",""
