"Content/Story/Text.d:66","Najemnik","Žoldák","","False","TXT_GUILDS[7]","",""
"Content/Story/Text.d:67","Szkodnik","Bandita","","","TXT_GUILDS[8]","",""
"Content/Story/Text.d:68","Zbieracz","Rolník","","","TXT_GUILDS[9]","",""
"Content/Story/Text.d:68","Kret","Rudař","","","TXT_GUILDS[10]","",""
"Content/Story/Text.d:70","Guru","Guru","","","TXT_GUILDS[11]","",""
"Content/Story/Text.d:71","Nowicjusz","Novic","","False","TXT_GUILDS[12]","",""
"Content/Story/Text.d:71","Strażnik Świątynny","Templář","","","TXT_GUILDS[13]","",""
"Content/Story/Text.d:73","Nekromanta","Nekromant","","","TXT_GUILDS[14]","",""
"Content/Story/Text.d:75","Babka","Žena","","","TXT_GUILDS[15]","",""
"Content/Story/Text.d:75","Jaszczur","Ještěrka","","False","TXT_GUILDS[17]","",""
"Content/Story/Text.d:77","Śniący","Spáč","","","TXT_GUILDS[18]","",""
"Content/Story/Text.d:79","Goblin","Goblin","","False","TXT_GUILDS[19]","",""
"Content/Story/Text.d:80","Troll","Trol","","False","TXT_GUILDS[20]","",""
"Content/Story/Text.d:80","Zębacz","Chňapavec","","False","TXT_GUILDS[21]","",""
"Content/Story/Text.d:81","Pełzacz","Důlní červ","","False","TXT_GUILDS[22]","",""
"Content/Story/Text.d:82","Chrząszcz","Žravá štěnice","","False","TXT_GUILDS[23]","",""
"Content/Story/Text.d:83","Ścierwojad","Mrchožrout","","False","TXT_GUILDS[24]","",""
"Content/Story/Text.d:85","Demon","Démon","","False","TXT_GUILDS[25]","",""
"Content/Story/Text.d:86","Wilk","Vlk","","False","TXT_GUILDS[26]","",""
"Content/Story/Text.d:86","Cieniostwór","Stínová šelma","","False","TXT_GUILDS[27]","",""
"Content/Story/Text.d:87","Krwiopijca","Krvavá moucha","","False","TXT_GUILDS[28]","",""
"Content/Story/Text.d:88","Wąż błotny","Močálový žralok","","False","TXT_GUILDS[29]","",""
"Content/Story/Text.d:90","Zombi","Zombie","","","TXT_GUILDS[30]","",""
"Content/Story/Text.d:91","Ork-Zombi","Skřetí zombie","","","TXT_GUILDS[31]","",""
"Content/Story/Text.d:92","Szkielet","Kostlivec","","False","TXT_GUILDS[32]","",""
"Content/Story/Text.d:92","Orkowy pies","Skřetí pes","","False","TXT_GUILDS[33]","",""
"Content/Story/Text.d:94","Kretoszczur","Krysokrt","","False","TXT_GUILDS[34]","",""
"Content/Story/Text.d:95","Golem","Golem","","","TXT_GUILDS[35]","",""
"Content/Story/Text.d:96","Topielec","Číhavec","","False","TXT_GUILDS[36]","",""
"Content/Story/Text.d:97","Ork-Szaman","Skřetí šaman","","","TXT_GUILDS[38]","",""
"Content/Story/Text.d:98","Ork-Wojownik","Skřetí válečník","","","TXT_GUILDS[39]","",""
"Content/Story/Text.d:99","Ork-Zwiadowca","Skřetí zvěd","","","TXT_GUILDS[40]","",""
"Content/Story/Text.d:103","Ork-Niewolnik","Skřetí otrok","","","TXT_GUILDS[41]","",""
"Content/Story/Text.d:137","Światło","Světlo","","False","TXT_SPELLS[0]","",""
"Content/Story/Text.d:137","Kula ognia","Ohnivá koule","","False","TXT_SPELLS[1]","",""
"Content/Story/Text.d:140","Strach","Strach","","False","TXT_SPELLS[3]","",""
"Content/Story/Text.d:140","Uzdrowienie","Uzdravení","","","TXT_SPELLS[4]","",""
"Content/Story/Text.d:142","Przyzwanie demona","Vyvolání démona","","False","TXT_SPELLS[6]","",""
"Content/Story/Text.d:143","Przyzwanie szkieletów","Vyvolání kostlivce","","","TXT_SPELLS[7]","",""
"Content/Story/Text.d:145","Uderzenie wiatru","Větrná pěst","","","TXT_SPELLS[9]","",""
"Content/Story/Text.d:146","Telekineza","Telekineze","","False","TXT_SPELLS[10]","",""
"Content/Story/Text.d:148","Urok","Šarm","","","TXT_SPELLS[11]","",""
"Content/Story/Text.d:149","Sen","Spánek","","False","TXT_SPELLS[12]","",""
"Content/Story/Text.d:149","Pirokineza","Pyrokineze","","","TXT_SPELLS[13]","",""
"Content/Story/Text.d:150","Pierścień śmierci","Kruh smrti","","","TXT_SPELLS[14]","",""
"Content/Story/Text.d:152","Kontrola","Ovládnutí","","","TXT_SPELLS[15]","",""
"Content/Story/Text.d:152","Śmierć ożywieńcom","Smrt nemrtvému","","","TXT_SPELLS[16]","",""
"Content/Story/Text.d:154","Ognisty pocisk","Ohnivý šíp","","","TXT_SPELLS[17]","",""
"Content/Story/Text.d:155","Ognista burza","Ohnivá bouře","","","TXT_SPELLS[18]","",""
"Content/Story/Text.d:156","Deszcz ognia","Ohnivý déšť","","False","TXT_SPELLS[19]","",""
"Content/Story/Text.d:157","Teleport, Magowie Ognia","Teleport mága Ohně","","","TXT_SPELLS[21]","",""
"Content/Story/Text.d:158","Teleport, Magowie Wody","Teleport mága Vody","","","TXT_SPELLS[22]","",""
"Content/Story/Text.d:159","Teleport, Nekromanta","Teleport nekromanta","","","TXT_SPELLS[23]","",""
"Content/Story/Text.d:161","Teleport, Orkowie","Skřetí teleport","","","TXT_SPELLS[24]","",""
"Content/Story/Text.d:162","Teleport, Bractwo","Teleport Tábora v bažinách","","","TXT_SPELLS[25]","",""
"Content/Story/Text.d:162","Przemiana w krwiopijcę","Proměna v krvavou mouchu","","","TXT_SPELLS[26]","",""
"Content/Story/Text.d:164","Przemiana w pełzacza","Proměna v důlního červa","","","TXT_SPELLS[28]","",""
"Content/Story/Text.d:165","Przemiana w topielca","Proměna v číhavce","","False","TXT_SPELLS[29]","",""
"Content/Story/Text.d:166","Przemiana w chrząszcza","Proměna ve žravou štěnici","","False","TXT_SPELLS[30]","",""
"Content/Story/Text.d:167","Przemiana w kretoszczura","Proměna v krysokrta","","","TXT_SPELLS[31]","",""
"Content/Story/Text.d:168","Przemiana w orkowego psa","Proměna ve skřetího psa","","","TXT_SPELLS[32]","",""
"Content/Story/Text.d:170","Przemiana w ścierwojada","Proměna v mrchožrouta","","False","TXT_SPELLS[34]","",""
"Content/Story/Text.d:172","Przemiana w cieniostwora","Proměna ve stínovou šelmu","","False","TXT_SPELLS[36]","",""
"Content/Story/Text.d:174","Przemiana w zębacza","Proměna v chňapavce","","False","TXT_SPELLS[37]","",""
"Content/Story/Text.d:175","Przemiana w jaszczura","Proměna v ještěrku","","False","TXT_SPELLS[38]","",""
"Content/Story/Text.d:176","Przemiana w wilka","Proměna ve vlka","","False","TXT_SPELLS[39]","",""
"Content/Story/Text.d:177","Grom","Blesk","","False","TXT_SPELLS[40]","",""
"Content/Story/Text.d:178","Sopel lodu","Ledový šíp","","","TXT_SPELLS[41]","",""
"Content/Story/Text.d:179","Piorun kulisty","Kulový blesk","","False","TXT_SPELLS[42]","",""
"Content/Story/Text.d:180","Bryła lodu","Ledový blok","","False","TXT_SPELLS[43]","",""
"Content/Story/Text.d:181","Lodowa fala","Ledová vlna","","False","TXT_SPELLS[44]","",""
"Content/Story/Text.d:182","Przyzwanie golema","Vyvolání golema","","","TXT_SPELLS[45]","",""
"Content/Story/Text.d:183","Armia Ciemności","Armáda temnot","","","TXT_SPELLS[46]","",""
"Content/Story/Text.d:184","Uderzenie burzy","Větrná pěst","","","TXT_SPELLS[47]","",""
"Content/Story/Text.d:186","Tchnienie Śmierci","Dech smrti","","","TXT_SPELLS[49]","",""
"Content/Story/Text.d:187","Zmniejszenie potwora","Zmenšení","","False","TXT_SPELLS[50]","",""
"Content/Story/Text.d:190","Szał","Zuřivost","","","TXT_SPELLS[53]","",""
"Content/Story/Text.d:191","Gniew Uriziela","Hněv URIZIELU","","","TXT_SPELLS[54]","",""
"Content/Story/Text.d:192","New2","New2","","","TXT_SPELLS[55]","",""
"Content/Story/Text.d:193","New3","New3","","","TXT_SPELLS[56]","",""
"Content/Story/Text.d:194","New4","New4","","","TXT_SPELLS[57]","",""
"Content/Story/Text.d:197","New5","New5","","","TXT_SPELLS[58]","",""
"Content/Story/Text.d:273","Broń jednoręczna","Jednoruční meč","","False","TXT_TALENTS[1]","",""
"Content/Story/Text.d:275","Broń dwuręczna","Obouruční meč","","False","TXT_TALENTS[2]","",""
"Content/Story/Text.d:276","Łuk","Luk","","False","TXT_TALENTS[3]","",""
"Content/Story/Text.d:277","Kusza","Kuše","","False","TXT_TALENTS[4]","",""
"Content/Story/Text.d:277","Otwieranie zamków","Otevírání zámků","","False","TXT_TALENTS[5]","",""
"Content/Story/Text.d:279","Kradzież","Vybírání kapes","","","TXT_TALENTS[6]","",""
"Content/Story/Text.d:280","Magia","Magie","","False","TXT_TALENTS[7]","",""
"Content/Story/Text.d:280","Skradanie się","Plížení","","False","TXT_TALENTS[8]","",""
"Content/Story/Text.d:283","Regeneracja","Regenerace","","","TXT_TALENTS[9]","",""
"Content/Story/Text.d:283","Mistrz ognia","Mistr ohně","","","TXT_TALENTS[10]","",""
"Content/Story/Text.d:283","Akrobatyka","Akrobacie","","False","TXT_TALENTS[11]","",""
"Content/Story/Text.d:306","brak|adept|mistrz","začátečník|pokročilý|mistr","","","TXT_TALENTS_SKILLS[1]","",""
"Content/Story/Text.d:306","brak|adept|mistrz","začátečník|pokročilý|mistr","","","TXT_TALENTS_SKILLS[2]","",""
"Content/Story/Text.d:307","brak|adept|mistrz","začátečník|pokročilý|mistr","","","TXT_TALENTS_SKILLS[3]","",""
"Content/Story/Text.d:308","brak|adept|mistrz","začátečník|pokročilý|mistr","","","TXT_TALENTS_SKILLS[4]","",""
"Content/Story/Text.d:309","brak|adept|mistrz","začátečník|pokročilý|mistr","","","TXT_TALENTS_SKILLS[5]","",""
"Content/Story/Text.d:310","brak|adept|mistrz","začátečník|pokročilý|mistr","","","TXT_TALENTS_SKILLS[6]","",""
"Content/Story/Text.d:311","brak|Krąg 1|Krąg 2|Krąg 3|Krąg 4|Krąg 5|Krąg 6","ne|1. Kruh|2. Kruh|3. Kruh|4. Kruh|5. Kruh|6. Kruh","","","TXT_TALENTS_SKILLS[7]","",""
"Content/Story/Text.d:312","Nie|Tak","Ne|Ano","","","TXT_TALENTS_SKILLS[8]","",""
"Content/Story/Text.d:315","Nie|Tak","Ne|Ano","","","TXT_TALENTS_SKILLS[11]","",""
"Content/Story/Text.d:330","Broń","Zbraně","","False","TXT_INV_CAT[1]","",""
"Content/Story/Text.d:331","Pancerz","Zbroje","","False","TXT_INV_CAT[2]","",""
"Content/Story/Text.d:333","Magia","Magie","","False","TXT_INV_CAT[3]","",""
"Content/Story/Text.d:335","Artefakty","Artefakty","","False","TXT_INV_CAT[4]","",""
"Content/Story/Text.d:335","Żywność","Jídlo","","False","TXT_INV_CAT[5]","",""
"Content/Story/Text.d:335","Napoje","Lektvary","","False","TXT_INV_CAT[6]","",""
"Content/Story/Text.d:335","Pisma","Rukopisy","","False","TXT_INV_CAT[7]","",""
"Content/Story/Text.d:335","Pozostałe","Různé","","False","TXT_INV_CAT[8]","",""
"Content/Story/Text.d:341","Kopacz","Kopáč","","False","NAME_Buddler","",""
"Content/Story/Text.d:342","Cień","Stín","","","NAME_Schatten","",""
"Content/Story/Text.d:343","Tragarz","Nosič konvoje","","","NAME_ConvoiTraeger","",""
"Content/Story/Text.d:343","Strażnik","Strážce konvoje","","False","NAME_ConvoiWache","",""
"Content/Story/Text.d:344","Strażnik bramy","Strážce brány","","","NAME_Torwache","",""
"Content/Story/Text.d:345","Strażnik mostu","Strážce mostu","","","NAME_Brueckenwache","",""
"Content/Story/Text.d:347","Strażnik","Strážce","","False","NAME_Gardist","",""
"Content/Story/Text.d:348","Zbieracz","Rolník","","","NAME_Bauer","",""
"Content/Story/Text.d:349","Bandzior","Lupič","","False","NAME_Schlaeger","",""
"Content/Story/Text.d:350","Kret","Rudař","","","NAME_Schuerfer","",""
"Content/Story/Text.d:351","Szkodnik","Bandita","","","NAME_Organisator","",""
"Content/Story/Text.d:352","Najemnik","Žoldák","","False","NAME_Soeldner","",""
"Content/Story/Text.d:353","Nowicjusz","Novic","","False","NAME_Novize","",""
"Content/Story/Text.d:354","Strażnik Świątynny","Templář","","","NAME_Templer","",""
"Content/Story/Text.d:356","Bandzior","Lupič","","False","NAME_Raeuber","",""
"Content/Story/Text.d:357","Wykidajło","Vyhazovač","","","NAME_Tuersteher","",""
"Content/Story/Text.d:357","Opętany Nowicjusz","Posedlý novic","","","NAME_MadNovice","",""
"Content/Story/Text.d:358","Fanatyczny Strażnik","Fanatický templář","","","NAME_MadTemplar","",""
"Content/Story/Text.d:361","Apokaliptyczny Strażnik","Apokalyptický templář","","","NAME_MadTemplar2","",""
"Content/Story/Text.d:367","KONIEC","KONEC","","False","DIALOG_ENDE","",""
"Content/Story/Text.d:369","WSTECZ","ZPĚT","","","DIALOG_BACK","",""
"Content/Story/Text.d:369","HANDEL","(Obchodovat)","","","DIALOG_TRADE","",""
"Content/Story/Text.d:375","Pierścień","Prsten","","False","NAME_Ring","",""
"Content/Story/Text.d:376","Amulet","Amulet","","False","NAME_Amulett","",""
"Content/Story/Text.d:377","Napój","Lektvar","","","NAME_Trank","",""
"Content/Story/Text.d:380","Runa","Runa","","False","NAME_Rune","",""
"Content/Story/Text.d:380","Zwój","Kouzelný svitek","","False","NAME_Spruchrolle","",""
"Content/Story/Text.d:387","Wartość:","Cena:","","False","NAME_Value","",""
"Content/Story/Text.d:388","Krąg:","Kruh:","","False","NAME_Mag_Circle","",""
"Content/Story/Text.d:389","Koszt mana: ","Stojí magické energie:","","","NAME_Manakosten","",""
"Content/Story/Text.d:390","Koszt mana (maks.):","Stojí magické energie (max.):","","","NAME_ManakostenMax","",""
"Content/Story/Text.d:392","Mana/sek.","Mana za sek.","","False","NAME_ManaPerSec","",""
"Content/Story/Text.d:393","Czas trwania (min.):","Trvání (minuty)","","","NAME_Duration","",""
"Content/Story/Text.d:394","Wymagana mana:","Požadovaná mana:","","False","NAME_Mana_needed","",""
"Content/Story/Text.d:396","Wymagana siła:","Požadovaná síla:","","False","NAME_Str_needed","",""
"Content/Story/Text.d:397","Wymagana zręczność:","Požadovaná obratnost:","","False","NAME_Dex_needed","",""
"Content/Story/Text.d:399","Zaklęcie odnawialne","Nabíjecí kouzlo","","False","NAME_Spell_Load","",""
"Content/Story/Text.d:400","Zaklęcie inwestycyjne","Jednorázové kouzlo","","","NAME_Spell_Invest","",""
"Content/Story/Text.d:401","Obr. Broń","Poškození zbraněmi","","","NAME_Dam_Edge","",""
"Content/Story/Text.d:402","Obr. Pociski","Poškození šípy","","","NAME_Dam_Point","",""
"Content/Story/Text.d:403","Obr. Ogień","Poškození ohněm","","","NAME_Dam_Fire","",""
"Content/Story/Text.d:405","Obr. Magia","Poškození magií","","","NAME_Dam_Magic","",""
"Content/Story/Text.d:406","Obr. Burza","Poškození bouří","","","NAME_Dam_Fly","",""
"Content/Story/Text.d:407","Obrażenia:","Poškození","","","NAME_Damage","",""
"Content/Story/Text.d:409","/mana:"," (za manu)","","","NAME_PerMana","",""
"Content/Story/Text.d:410","Obrażenia/sek.:","Poškození za s.","","","NAME_DamagePerSec","",""
"Content/Story/Text.d:411","Ochrona przed bronią:","Ochrana proti zbraním:","","","NAME_Prot_Edge","",""
"Content/Story/Text.d:412","Ochrona przed pociskami:","Ochrana proti šípům:","","","NAME_Prot_Point","",""
"Content/Story/Text.d:414","Ochrona przed ogniem:","Ochrana proti ohni:","","","NAME_Prot_Fire","",""
"Content/Story/Text.d:415","Ochrona przed magią:","Ochrana proti magii:","","","NAME_Prot_Magic","",""
"Content/Story/Text.d:417","Bonus PŻ:","Bonus zdraví:","","","NAME_Bonus_HP","",""
"Content/Story/Text.d:418","Bonus mana:","Bonus magické energie:","","","NAME_Bonus_Mana","",""
"Content/Story/Text.d:420","Bonus do maks. PŻ:","Bonus k maximu zdraví:","","","NAME_Bonus_HpMax","",""
"Content/Story/Text.d:421","Bonus do maks. mana:","Bonus k maximu magické energie:","","","NAME_Bonus_ManaMax","",""
"Content/Story/Text.d:423","Bonus do zręczności:","Bonus k obratnosti:","","","NAME_Bonus_Dex","",""
"Content/Story/Text.d:424","Bonus do siły:","Bonus k síle:","","","NAME_Bonus_Str","",""
"Content/Story/Text.d:426","Broń jednoręczna","Jednoruční zbraň","","False","NAME_OneHanded","",""
"Content/Story/Text.d:428","Broń dwuręczna","Obouruční zbraň","","False","NAME_TwoHanded","",""
"Content/Story/Text.d:431","Uzdrowienie/mana:","Uzdravení za manu","","","NAME_HealingPerMana","",""
"Content/Story/Text.d:432","Siła +","Síla + ","","","NAME_BuyAttributeSTR","",""
"Content/Story/Text.d:434","Zręczność +","Obratnost + ","","","NAME_BuyAttributeDEX","",""
"Content/Story/Text.d:434","Mana +","Mana + ","","","NAME_BuyAttributeMAN","",""
"Content/Story/Text.d:438","Doświadczenie +","Zkušenost + ","","","NAME_XPGained","",""
"Content/Story/Text.d:442","Kolejny poziom!","O úroveň výš!","","False","NAME_LevelUp","",""
"Content/Story/Text.d:445","Nowy zapis w dzienniku","Nový zápis do deníku","","","NAME_NewLogEntry","",""
"Content/Story/Text.d:451","(Nieznane)-","(Neznámo)-","","","_STR_INVALID","",""
"Content/Story/Text.d:452","PŻ","Zdraví","","False","_STR_ATTRIBUTE_HITPOINTS","",""
"Content/Story/Text.d:453","Maks. PŻ","maxima zdraví","","","_STR_ATTRIBUTE_HITPOINTS_MAX","",""
"Content/Story/Text.d:454","pkt. Many","many","","","_STR_ATTRIBUTE_MANA","",""
"Content/Story/Text.d:455","pkt. Maks. Many","maxima many","","","_STR_ATTRIBUTE_MANA_MAX","",""
"Content/Story/Text.d:456","pkt. Siły","síly","","","_STR_ATTRIBUTE_STRENGTH","",""
"Content/Story/Text.d:458","pkt. Zręczności","obratnosti","","","_STR_ATTRIBUTE_DEXTERITY","",""
"Content/Story/Text.d:458","kręgu","Kouzelný svitek","","","_STR_ATTRIBUTE_MAGIC_CIRCLE","",""
"Content/Story/Text.d:461","Brakuje ci ","Pro použití tohoto předmětu schází ","","","_STR_CANNOTUSE_PRE_PLAYER","",""
"Content/Story/Text.d:464"," magii","úrovní","","","_STR_CANNOTUSE_LEVELS","",""
"Content/Story/Text.d:464"," by użyć tego przedmiotu.",", pro použití této položky","","","_STR_CANNOTUSE_POST","",""
"Content/Story/Text.d:469",") brakuje ",") scházejí ","","","_STR_CANNOTUSE_POST_NPC","",""
"Content/Story/Text.d:471","Brak klucza lub wytrycha.","Žádný paklíč ani klíč.","","","_STR_MESSAGE_INTERACT_NO_KEY","",""
"Content/Story/Text.d:472","Brzmi nieźle.","To zní dobře","","False","_STR_MESSAGE_PICKLOCK_SUCCESS","",""
"Content/Story/Text.d:472","Zamek został otwarty.","Zámek byl otevřen","","","_STR_MESSAGE_PICKLOCK_UNLOCK","",""
"Content/Story/Text.d:475","Cholera... Trzeba zacząć od początku.","Sakra... a znova od začátku","","","_STR_MESSAGE_PICKLOCK_FAILURE","",""
"Content/Story/Text.d:476","Wytrych pękł.","Paklíč se zlomil","","","_STR_MESSAGE_PICKLOCK_BROKEN","",""
"Content/Story/Text.d:478","Dźwignia ani drgnie!","S tou pákou nejde vůbec pohnout","","","_STR_MESSAGE_OCLEVER_STUCKS","",""
"Content/Story/Text.d:480","Statuetka przesuwa dźwignię.","Ta soška pohybuje pákou","","","_STR_MESSAGE_OCLEVER_MOVES","",""
"Content/Story/Text.d:481","Kołowrót się zaciął!","Naviják se zamotal","","","_STR_MESSAGE_WHEEL_STUCKS","",""
"Content/Story/Text.d:482"," przedmiot oddany!"," položka předána","","","_STR_MESSAGE_ITEM_GIVEN","",""
"Content/Story/Text.d:484"," przedmiot otrzymany!"," položka přijata","","","_STR_MESSAGE_ITEM_TAKEN","",""
"Content/Story/Text.d:485","Przedmioty oddane: "," položek předáno","","","_STR_MESSAGE_ITEMS_GIVEN","",""
"Content/Story/Text.d:486","Przedmioty otrzymane: "," položek přijato","","","_STR_MESSAGE_ITEMS_TAKEN","",""
"Content/Story/Text.d:488","Bryłki oddane: "," ruda předána","","","_STR_MESSAGE_ORE_GIVEN","",""
"Content/Story/Text.d:489","Bryłki otrzymane: "," ruda přijata","","","_STR_MESSAGE_ORE_TAKEN","",""
"Content/Story/Text.d:492","Twoje dobra nie są tyle warte.","Hodnota tvého zboží není dost velká","","","_STR_MESSAGE_TRADE_FAILURE","",""
"Content/Story/Text.d:496","Warunek przyjęcia: Poziom ","Podmínka pro přijetí: Úroveň ","","","_STR_MESSAGE_Joincamp","",""
"Content/Story/Text.d:498","nie może zostać okradziony.","Nelze okrást","","","_STR_MESSAGE_CANNOTSTEAL","",""
"Content/Story/Text.d:534"," bryłek rudy)"," rudy)","","","NAME_BuyArmorPostfix","",""
"Content/Story/Text.d:537"," bryłek rudy, "," ruda, ","","","NAME_LearnMidfix","",""
"Content/Story/Text.d:538"," pkt. umiejętności)"," zkušenostní bod)","","","NAME_LearnPostfixS","",""
"Content/Story/Text.d:539"," pkt. umiejętności)"," zkušenostních bodů)","","","NAME_LearnPostfixP","",""
"Content/Story/Text.d:540","Siła +1","Síla +1","","","NAME_LearnStrength_1","",""
"Content/Story/Text.d:542","Siła +5","Síla +5","","","NAME_LearnStrength_5","",""
"Content/Story/Text.d:543","Siła +10","Síla +10","","","NAME_LearnStrength_10","",""
"Content/Story/Text.d:544","Siła +20","Síla +20","","","NAME_LearnStrength_20","",""
"Content/Story/Text.d:545","Zręczność +1","Obratnost +1","","","NAME_LearnDexterity_1","",""
"Content/Story/Text.d:547","Zręczność +5","Obratnost +5","","","NAME_LearnDexterity_5","",""
"Content/Story/Text.d:548","Zręczność +10","Obratnost +10","","","NAME_LearnDexterity_10","",""
"Content/Story/Text.d:550","Zręczność +20","Obratnost +20","","","NAME_LearnDexterity_20","",""
"Content/Story/Text.d:552","Mana +1","Mana +1","","","NAME_LearnMana_1","",""
"Content/Story/Text.d:552","Mana +5","Mana +5","","","NAME_LearnMana_5","",""
"Content/Story/Text.d:553","Mana +10","Mana +10","","","NAME_LearnMana_10","",""
"Content/Story/Text.d:554","Mana +20","Mana +20","","","NAME_LearnMana_20","",""
"Content/Story/Text.d:555","Broń jednoręczna, poziom 1","Jednoruční zbraně - úroveň 1","","","NAME_Learn1h_1","",""
"Content/Story/Text.d:557","Broń jednoręczna, poziom 2","Jednoruční zbraně - úroveň 2","","","NAME_Learn1h_2","",""
"Content/Story/Text.d:558","Broń dwuręczna, poziom 1","Obouruční zbraně - úroveň 1","","","NAME_Learn2h_1","",""
"Content/Story/Text.d:559","Broń dwuręczna, poziom 2","Obouruční zbraně - úroveň 2","","","NAME_Learn2h_2","",""
"Content/Story/Text.d:560","Łuk, poziom 1","Luk - úroveň 1","","","NAME_LearnBow_1","",""
"Content/Story/Text.d:562","Łuk, poziom 2","Luk - úroveň 2","","","NAME_LearnBow_2","",""
"Content/Story/Text.d:563","Kusza, poziom 1","Kuše - úroveň 1","","","NAME_LearnCrossbow_1","",""
"Content/Story/Text.d:564","Kusza, poziom 2","Kuše - úroveň 2","","","NAME_LearnCrossbow_2","",""
"Content/Story/Text.d:565","Pierwszy krąg magii","1. Kruh magie","","False","NAME_LearnMage_1","",""
"Content/Story/Text.d:566","Drugi krąg magii","2. Kruh magie","","False","NAME_LearnMage_2","",""
"Content/Story/Text.d:567","Trzeci krąg magii","3. Kruh magie","","False","NAME_LearnMage_3","",""
"Content/Story/Text.d:569","Czwarty krąg magii","4. Kruh magie","","False","NAME_LearnMage_4","",""
"Content/Story/Text.d:570","Piąty krąg magii","5. Kruh magie","","","NAME_LearnMage_5","",""
"Content/Story/Text.d:571","Szósty krąg magii","6. Kruh magie","","","NAME_LearnMage_6","",""
"Content/Story/Text.d:572","Kradzież, poziom 1","Vybírání kapes - úroveň 1","","","NAME_LearnPickpocket_1","",""
"Content/Story/Text.d:574","Kradzież, poziom 2","Vybírání kapes - úroveň 2","","","NAME_LearnPickpocket_2","",""
"Content/Story/Text.d:575","Otwieranie zamków, poziom 1","Otevírání zámků - úroveň 1","","","NAME_LearnPicklock_1","",""
"Content/Story/Text.d:578","Otwieranie zamków, poziom 2","Otevírání zámků - úroveň 2","","","NAME_LearnPicklock_2","",""
"Content/Story/Text.d:579","Akrobatyka","Akrobacie","","False","NAME_LearnAcrobat","",""
"Content/Story/Text.d:580","Skradanie się","Plížení","","False","NAME_LearnSneak","",""
"Content/Story/Text.d:581","Siła +","Síla +","","","NAME_RaiseStrength","",""
"Content/Story/Text.d:583","Zręczność +","Obratnost +","","","NAME_RaiseDexterity","",""
"Content/Story/Text.d:583","Siła i Zręczność +","Síla a obratnost +","","","NAME_RaiseStrDex","",""
"Content/Story/Text.d:585","Maksymalna mana +","Maximum magické energie +","","","NAME_RaiseManaMax","",""
"Content/Story/Text.d:586","Maksymalne PŻ +","Maximum zdraví +","","","NAME_RaiseHealthMax","",""
"Content/Story/Text.d:587","Mistrzu, chciałbym nosić szatę Arcymaga Ognia.","Mistře, rád bych oblékl vznešené roucho Ohně.","","","NAME_CorristoHighRobe","",""
